TIME,ARDUINO_TIME,EULER_Z,M1_temperature,M1_add_cur,M1_tgt_cur,M1_current,M1_velocity,M1_position,M2_temperature,M2_add_cur,M2_tgt_cur,M2_current,M2_velocity,M2_position
1.721977949142456,0,0.00,0,0,436,0,0,17512,27,0,21,0,0,27
1.739396095275879,14,0.00,27,0,435,0,1691,19220,27,0,21,0,0,27
1.7508692741394043,24,0.00,27,0,433,0,2647,22013,27,0,21,0,0,27
1.7597196102142334,34,0.00,27,0,431,0,2776,24803,27,0,21,0,0,27
1.7713429927825928,45,0.00,27,0,427,0,1928,26921,27,0,21,0,0,27
1.7803754806518555,56,0.00,27,0,422,0,898,28045,27,0,21,0,0,27
1.7924768924713135,66,0.00,27,0,417,0,365,28474,27,0,20,0,0,27
1.8040039539337158,77,0.00,27,0,411,0,153,28671,27,0,20,0,0,27
1.8128738403320312,87,0.00,27,0,404,0,359,29003,27,0,20,0,0,27
1.8249890804290771,98,0.00,27,0,396,0,398,29419,27,0,19,0,0,27
1.833500862121582,108,0.00,27,0,387,0,107,29579,27,0,19,0,0,27
1.8449559211730957,118,0.00,27,0,378,0,-68,29519,27,0,18,0,0,27
1.8532886505126953,129,0.00,27,0,367,0,-137,29375,27,0,18,0,0,27
1.865396499633789,139,0.00,27,0,357,0,-16,29331,27,0,17,0,0,27
1.8743062019348145,149,0.00,27,0,345,0,32,29357,27,0,17,0,0,27
1.886246919631958,159,0.00,27,0,333,0,35,29395,27,0,16,0,0,27
1.8951044082641602,170,0.00,27,0,319,0,68,29460,27,0,15,0,0,27
1.9064173698425293,181,0.00,27,0,305,0,151,29615,27,0,15,0,0,27
1.918285608291626,191,0.00,27,0,291,0,313,29942,27,0,14,0,0,27
1.9276230335235596,202,0.00,27,0,275,0,417,30377,27,0,13,0,0,27
1.9390099048614502,213,0.00,27,0,258,0,395,30779,27,0,12,0,0,27
1.9480345249176025,223,0.00,27,0,242,0,307,31151,27,0,12,0,0,27
1.9598743915557861,234,0.00,27,0,224,0,181,31369,27,0,11,0,0,27
1.9686000347137451,244,0.00,27,0,208,0,137,31507,27,0,10,0,0,27
1.9803366661071777,255,0.00,27,0,189,0,46,31566,27,0,9,0,0,27
1.989933967590332,265,0.00,27,0,172,0,16,31585,27,0,8,0,0,27
2.0007150173187256,275,0.00,27,0,154,0,-16,31574,27,0,7,0,0,27
2.0094032287597656,285,0.00,27,0,136,0,-63,31520,27,0,6,0,0,27
2.021364688873291,294,0.00,27,0,119,0,-123,31402,27,0,5,0,0,27
2.0298898220062256,305,0.00,27,0,99,0,-260,31170,27,0,4,0,0,27
2.0504887104034424,315,0.00,27,0,80,0,-370,30815,27,0,4,0,0,27
2.0515975952148438,325,0.00,27,0,61,0,-444,30379,27,0,3,0,0,27
2.0616402626037598,335,0.00,27,0,42,0,-510,29872,27,0,2,0,0,27
2.0702829360961914,346,0.00,27,0,21,0,-505,29341,27,0,1,0,0,27
2.082282304763794,356,0.00,27,0,2,0,-576,28758,27,0,0,0,0,27
2.0909948348999023,366,0.00,27,0,0,0,-703,28031,27,0,-16,0,0,27
2.1029720306396484,376,0.00,27,0,-1,0,-804,27221,27,0,-35,0,0,27
2.1118922233581543,387,0.00,27,0,-2,0,-834,26347,27,0,-56,0,0,27
2.12359619140625,397,0.00,27,0,-3,0,-892,25447,27,0,-75,0,0,27
2.1326005458831787,407,0.00,27,0,-4,0,-906,24517,27,0,-94,0,0,27
2.1440327167510986,417,0.00,27,0,-5,0,-922,23616,27,0,-113,0,0,27
2.1527531147003174,428,0.00,27,0,-6,0,-900,22721,27,0,-133,0,0,27
2.164487361907959,438,0.00,27,0,-7,0,-878,21895,27,0,-151,0,0,27
2.1729073524475098,447,0.00,27,0,-8,0,-892,21068,27,0,-167,0,0,27
2.1845061779022217,457,0.00,27,0,-9,0,-823,20232,27,0,-184,0,0,27
2.1932005882263184,466,0.00,27,0,-10,0,-791,19447,27,0,-200,0,0,27
2.2017598152160645,477,0.00,27,0,-10,0,-725,18720,27,0,-218,0,0,27
2.2136473655700684,486,0.00,27,0,-11,0,-631,18092,27,0,-233,0,0,27
2.221973419189453,496,0.00,27,0,-12,0,-420,17646,27,0,-249,0,0,27
2.230739116668701,506,0.00,27,0,-13,0,-247,17382,27,0,-265,0,0,27
2.2424347400665283,517,0.00,27,0,-14,0,-32,17327,27,0,-281,0,0,27
2.251206874847412,526,0.00,27,0,-14,0,85,17407,27,0,-294,0,0,27
2.2627437114715576,536,0.00,27,0,-15,0,87,17497,27,0,-308,0,0,27
2.271710157394409,547,0.00,27,0,-16,0,19,17524,27,0,-322,0,0,27
2.283561944961548,558,0.00,27,0,-16,0,-16,17512,27,0,-336,0,0,27
2.2950985431671143,568,0.00,27,0,-17,0,0,17508,27,0,-348,0,0,27
2.304110288619995,578,0.00,27,0,-17,0,0,17508,27,0,-359,0,0,27
2.3127400875091553,588,0.00,27,0,-18,0,0,17508,27,0,-370,0,0,27
2.3242509365081787,599,0.00,27,0,-19,0,-8,17507,27,0,-380,0,0,27
2.333101511001587,608,0.00,27,0,-19,0,0,17504,27,0,-388,0,0,27
2.3454647064208984,618,0.00,27,0,-19,0,0,17499,27,0,-397,0,0,27
2.3529579639434814,628,0.00,27,0,-20,0,-10,17494,27,0,-404,0,0,27
2.365086793899536,640,0.00,27,0,-20,0,0,17489,27,0,-412,0,0,27
2.3739449977874756,649,0.00,27,0,-20,0,-13,17484,27,0,-417,0,0,27
2.3857741355895996,660,0.00,27,0,-21,0,-16,17478,27,0,-423,0,0,27
2.397477626800537,670,0.00,27,0,-21,0,0,17472,27,0,-427,0,0,27
2.4061899185180664,679,0.00,27,0,-21,0,0,17469,27,0,-430,0,0,27
2.414977788925171,690,0.00,27,0,-21,0,-21,17464,27,0,-433,0,0,27
2.426675319671631,700,0.00,27,0,-21,0,-16,17458,27,0,-435,0,0,27
2.4384231567382812,711,0.00,27,0,-21,0,0,17445,27,0,-435,0,0,27
2.447209596633911,721,0.00,27,0,-21,0,-16,17433,27,0,-435,0,0,27
2.4559054374694824,731,0.00,27,0,-21,0,-5,17422,27,0,-434,0,0,27
2.467806816101074,741,0.00,27,0,-21,0,0,17411,27,0,-433,0,0,27
2.476294994354248,751,0.00,27,0,-21,0,-24,17389,27,0,-430,0,0,27
2.487999439239502,761,0.00,27,0,-21,0,-27,17367,27,0,-426,0,0,27
2.4965782165527344,771,0.00,27,0,-21,0,-16,17350,27,0,-422,0,0,27
2.508336305618286,781,0.00,27,0,-20,0,0,17350,27,0,-417,0,0,27
2.516881227493286,791,0.00,27,0,-20,0,2,17363,27,0,-411,0,0,27
2.5256519317626953,801,0.00,27,0,-20,0,21,17384,27,0,-404,0,0,27
2.5373151302337646,812,0.00,27,0,-19,0,27,17405,27,0,-396,0,0,27
2.549132823944092,822,0.00,27,0,-19,0,0,17410,27,0,-388,0,0,27
2.557668447494507,832,0.00,27,0,-18,0,-13,17402,27,0,-379,0,0,27
2.5666325092315674,841,0.00,27,0,-18,0,-5,17391,27,0,-370,0,0,27
2.5781426429748535,852,0.00,27,0,-17,0,-10,17382,27,0,-358,0,0,27
2.5867295265197754,861,0.00,27,0,-17,0,0,17385,27,0,-348,0,0,27
2.5984084606170654,871,0.00,27,0,-16,0,8,17399,27,0,-337,0,0,27
