time,tgt_cur,temp,pre_cur,pre_vel,ang[1],tgt_torq,run_mode
3070,22,22,22,1875,-69.2,0.46,1
3074,20,22,21,1906,-68.4,0.43,1
3079,20,22,15,1955,-68,0.41,1
3084,18,22,23,1955,-67.2,0.39,1
3089,18,22,19,1947,-66.8,0.38,1
3094,17,22,16,1944,-66,0.36,1
3099,16,22,22,1950,-65.2,0.34,1
3104,16,22,23,1969,-64.8,0.33,1
3109,15,22,21,1974,-64,0.32,1
3114,15,22,19,1969,-63.6,0.32,1
3119,14,22,19,1969,-62.8,0.31,1
3124,14,22,4,1994,-62,0.3,1
3128,14,22,22,1999,-61.6,0.29,1
3133,13,22,18,1988,-60.8,0.29,1
3138,13,22,15,1977,-60,0.28,1
3143,13,22,14,1966,-59.6,0.28,1
3149,13,22,18,1969,-58.8,0.27,1
3153,13,22,16,1961,-58.4,0.27,1
3158,13,22,16,1917,-57.6,0.27,1
3163,12,22,19,1925,-56.8,0.26,1
3168,12,22,18,1903,-56.4,0.26,1
3173,12,22,18,1908,-55.6,0.26,1
3177,12,22,19,1870,-55.2,0.26,1
3182,12,22,17,1837,-54.4,0.25,1
3188,12,22,21,1845,-54,0.25,1
3193,11,22,20,1829,-53.2,0.24,1
3198,11,22,19,1807,-52.8,0.24,1
3202,11,22,20,1793,-52,0.24,1
3207,11,22,19,1774,-51.6,0.23,1
3212,11,22,19,1738,-50.8,0.23,1
3217,10,22,17,1755,-50.4,0.22,1
3222,10,22,16,1755,-49.6,0.22,1
3226,10,22,-1,1757,-49.2,0.21,1
3232,10,22,19,1757,-48.8,0.21,1
3237,9,22,8,1815,-48,0.2,1
3242,9,22,14,1878,-47.6,0.2,1
3246,9,22,10,1958,-46.8,0.19,1
3251,9,22,15,2026,-46.4,0.19,1
3256,8,22,7,2073,-45.6,0.18,1
3260,8,22,9,2092,-44.8,0.17,1
3265,7,22,1,2175,-44.4,0.16,1
3270,7,22,13,2205,-43.6,0.15,1
3276,7,22,0,2205,-42.8,0.15,1
3280,6,22,9,2180,-42,0.14,1
3285,6,22,10,2164,-41.2,0.13,1
3290,5,22,7,2145,-40.8,0.12,1
3294,5,22,12,2128,-40,0.12,1
3299,5,22,8,2068,-39.2,0.11,1
3304,5,22,16,2048,-38.8,0.1,1
3309,4,22,9,2051,-38,0.1,1
3313,4,22,13,2021,-37.2,0.09,1
3319,4,22,7,1977,-36.8,0.09,1
3324,4,22,11,1952,-36,0.08,1
3328,4,22,13,1914,-35.6,0.08,1
3333,3,22,11,1903,-34.8,0.08,1
3338,3,22,9,1867,-34,0.08,1
3343,3,22,10,1878,-33.6,0.08,1
3347,3,22,8,1952,-32.8,0.08,1
3352,3,22,7,2021,-32.4,0.08,1
3358,4,22,4,2224,-31.6,0.09,1
3363,4,22,-7,2416,-30.8,0.09,1
3367,4,22,-11,2587,-30,0.1,1
3372,5,22,-19,2834,-29.2,0.11,1
3377,5,22,-22,3109,-28.4,0.12,1
3382,7,22,-26,3331,-27.2,0.15,1
3386,7,22,-20,3589,-26.4,0.16,1
3391,9,22,-19,3804,-25.2,0.2,1
3396,11,22,-20,3944,-24,0.24,1
3402,14,22,-5,4130,-22.4,0.3,1
3406,17,22,0,4144,-21.2,0.36,1
3411,20,22,6,4180,-20,0.42,1
3416,24,22,7,4073,-18.4,0.51,1
3421,28,22,25,4092,-17.2,0.59,1
3426,32,22,26,4051,-16,0.68,1
3430,38,22,31,4081,-14.4,0.8,1
3435,43,22,31,4183,-13.2,0.9,1
3440,48,22,37,4251,-12,1,1
3446,48,22,56,4375,-10.4,1,1
3450,48,22,41,4375,-9.2,1,1
3455,48,22,46,4490,-7.6,1,1
3460,48,22,33,4529,-6,1,1
3465,-159,22,25,4685,-4.8,-3.3,0
3471,-132,22,-78,4312,-2.8,-2.74,0
3477,-115,22,-42,3298,-0.8,-2.38,0
3483,-113,22,-12,2493,0,-2.35,0
3488,-117,22,11,928,0.8,-2.42,0
3494,-121,22,11,-725,1.2,-2.51,0
3500,-117,22,3,-1768,0.8,-2.42,0
3506,-113,22,-21,-2175,0,-2.35,0
3510,-113,22,-58,-2482,0,-2.35,0
3514,-115,22,-81,-2930,-0.8,-2.38,0
3520,-124,22,-90,-3180,-2,-2.56,0
3526,-137,22,-98,-3562,-3.2,-2.84,0
3533,-159,22,-115,-3787,-4.8,-3.3,0
3539,-184,22,-116,-4364,-6.4,-3.81,0
3545,-218,22,-118,-4902,-8.4,-4.52,0
3552,-257,22,-179,-5553,-10.4,-5.32,0
3558,-312,22,-205,-6237,-12.8,-6.44,0
3565,-385,22,-290,-6693,-15.6,-7.96,0
3572,-467,22,-322,-6987,-18.4,-9.64,0
3578,-560,22,-322,-6995,-21.6,-11.56,0
3585,-631,22,-399,-6838,-24.4,-13.03,0
3591,-690,22,-444,-6649,-27.6,-14.25,0
3598,-718,22,-470,-6600,-30.4,-14.82,0
3604,-723,22,-505,-6624,-33.2,-14.91,0
3611,-704,22,-499,-6720,-36.4,-14.52,0
3618,-673,22,-467,-6929,-39.2,-13.89,0
3624,-629,22,-402,-6819,-42.4,-12.97,0
3631,-589,22,-402,-6874,-45.2,-12.16,0
3637,-555,22,-337,-7061,-48,-11.45,0
3644,-514,22,-306,-7006,-51.2,-10.61,0
3650,-479,22,-302,-7031,-54.4,-9.89,0
3657,-444,22,-334,-7058,-57.2,-9.16,0
3664,-405,22,-369,-7080,-60.4,-8.37,0
3670,-366,22,-394,-6896,-63.6,-7.55,0
3677,-321,22,-444,-6720,-66.4,-6.63,0
3683,-284,22,-390,-6712,-69.6,-5.87,0
3689,30,22,-332,-6341,-72.4,0.63,1
3694,38,22,-103,-5191,-74.4,0.8,1
3700,48,22,-70,-4152,-76.4,1,1
3705,48,22,-57,-3221,-77.6,1,1
3710,48,22,-39,-2504,-78.8,1,1
3715,48,22,-37,-1897,-79.6,1,1
3720,48,22,-18,-1370,-80,1,1
3724,48,22,-19,-887,-80.4,1,1
3729,48,22,-12,-582,-80.8,1,1
3734,48,22,-2,-291,-80.8,1,1
3739,48,22,15,-13,-81.2,1,1
3744,48,22,25,148,-81.2,1,1
3749,48,22,19,263,-81.2,1,1
3754,48,22,32,351,-80.8,1,1
3759,48,22,45,411,-80.8,1,1
3763,48,22,43,483,-80.8,1,1
3768,48,22,37,582,-80.4,1,1
3773,48,22,44,670,-80.4,1,1
3778,48,22,47,736,-80,1,1
3782,48,22,39,851,-80,1,1
3788,48,22,42,920,-79.6,1,1
3793,48,22,41,1016,-79.2,1,1
3798,48,22,46,1082,-78.8,1,1
3802,48,22,45,1175,-78.8,1,1
3807,48,22,41,1249,-78.4,1,1
3812,48,22,47,1318,-78,1,1
3817,48,22,46,1417,-77.2,1,1
3822,48,22,41,1513,-76.8,1,1
3826,48,22,41,1601,-76.4,1,1
3832,47,22,44,1675,-76,0.97,1
3837,42,22,34,1735,-75.2,0.88,1
3842,40,22,37,1809,-74.8,0.84,1
3847,37,22,30,1900,-74,0.76,1
3851,35,22,34,1972,-73.6,0.73,1
3856,32,22,29,2026,-72.8,0.66,1
3861,30,22,28,2059,-72.4,0.63,1
3866,28,22,24,2101,-71.6,0.58,1
3872,25,22,29,2136,-70.8,0.53,1
3876,23,22,24,2156,-70,0.49,1
3881,23,22,23,2164,-69.6,0.47,1
3886,21,22,21,2186,-68.8,0.44,1
3891,20,22,25,2235,-68,0.41,1
3896,18,22,20,2219,-67.2,0.39,1
3900,17,22,22,2224,-66.4,0.37,1
3905,16,22,15,2221,-65.6,0.35,1
3910,16,22,21,2260,-65.2,0.34,1
3916,15,22,25,2271,-64.4,0.33,1
3921,15,22,21,2235,-63.6,0.32,1
3926,14,22,14,2232,-62.8,0.31,1
3930,14,22,14,2265,-62,0.3,1
3935,14,22,21,2263,-61.2,0.29,1
3940,13,22,18,2238,-60.4,0.28,1
3945,13,22,3,2227,-60,0.28,1
3950,13,22,28,2235,-59.2,0.28,1
3956,13,22,15,2252,-58.4,0.27,1
3960,13,22,19,2200,-57.6,0.27,1
3965,12,22,17,2180,-56.8,0.26,1
3970,12,22,21,2167,-56.4,0.26,1
3975,12,22,20,2164,-55.6,0.26,1
3980,12,22,17,2150,-54.8,0.25,1
3984,12,22,21,2109,-54,0.25,1
3989,11,22,21,2106,-53.6,0.25,1
3994,11,22,25,2081,-52.8,0.24,1
4000,11,22,20,2079,-52,0.24,1
4005,11,22,12,2059,-51.2,0.23,1
4009,11,22,17,2084,-50.8,0.23,1
4014,10,22,15,2150,-50,0.22,1
4019,10,22,15,2197,-49.2,0.21,1
4024,10,22,12,2238,-48.4,0.21,1
4028,9,22,5,2304,-48,0.2,1
4033,9,22,-4,2392,-47.2,0.19,1
4038,9,22,12,2463,-46.4,0.19,1
4044,8,22,8,2502,-45.6,0.18,1
4048,8,22,5,2540,-44.8,0.17,1
4053,7,22,10,2595,-44,0.16,1
4058,7,22,2,2576,-43.2,0.15,1
4062,6,22,10,2559,-42.4,0.14,1
4067,6,22,10,2543,-41.6,0.13,1
4072,5,22,9,2537,-40.4,0.12,1
4077,5,22,12,2480,-39.6,0.11,1
4081,5,22,10,2430,-38.8,0.1,1
4087,4,22,10,2430,-38,0.1,1
4092,4,22,10,2414,-37.6,0.09,1
4096,4,22,12,2373,-36.8,0.09,1
4101,4,22,10,2342,-36,0.08,1
4106,3,22,17,2331,-35.2,0.08,1
4111,3,22,10,2304,-34.4,0.08,1
4116,3,22,13,2241,-33.6,0.08,1
4120,3,22,14,2213,-32.8,0.08,1
4126,4,22,2,2186,-32,0.08,1
4131,4,22,9,2175,-31.6,0.09,1
4135,4,22,12,2128,-30.8,0.09,1
4140,4,22,9,2084,-30,0.1,1
4145,5,22,4,2048,-29.2,0.11,1
4149,5,22,12,2032,-28.8,0.12,1
4154,6,22,12,1999,-28,0.13,1
4159,6,22,12,1950,-27.6,0.14,1
4164,7,22,11,1914,-26.8,0.16,1
4169,8,22,14,1911,-26,0.18,1
4174,9,22,20,1884,-25.6,0.19,1
4179,10,22,9,1853,-24.8,0.21,1
4184,10,22,15,1820,-24.4,0.22,1
4188,12,22,8,1785,-23.6,0.25,1
4193,12,22,15,1779,-23.2,0.27,1
4198,14,22,22,1777,-22.4,0.3,1
4203,15,22,24,1746,-22,0.32,1
4208,16,22,24,1722,-21.6,0.34,1
4213,18,22,20,1711,-20.8,0.38,1
4218,19,22,22,1708,-20.4,0.4,1
4223,21,22,20,1755,-19.6,0.44,1
4228,22,22,26,1727,-19.2,0.46,1
4233,24,22,29,1738,-18.4,0.51,1
4237,26,22,30,1757,-18,0.54,1
4242,27,22,29,1785,-17.6,0.56,1
4247,29,22,19,1842,-16.8,0.62,1
4252,31,22,34,1889,-16.4,0.65,1
4258,34,22,30,1906,-15.6,0.71,1
4263,37,22,35,1958,-14.8,0.77,1
4267,38,22,36,2015,-14.4,0.8,1
4272,41,22,36,2109,-13.6,0.87,1
4277,45,22,33,2189,-12.8,0.93,1
4282,47,22,35,2249,-12.4,0.97,1
4287,48,22,39,2337,-11.6,1,1
4291,48,22,38,2444,-10.8,1,1
4297,48,22,46,2532,-10,1,1
4302,48,22,42,2606,-9.2,1,1
4307,48,22,38,2702,-8.4,1,1
4311,48,22,43,2807,-7.2,1,1
4316,48,22,33,2859,-6.4,1,1
4321,48,22,41,2958,-5.6,1,1
4326,-153,22,43,3092,-4.4,-3.18,0
4332,-137,22,-76,2699,-3.2,-2.84,0
4338,-124,22,-67,2103,-2,-2.56,0
4345,-117,22,-51,1257,-1.2,-2.42,0
4351,-115,22,-46,499,-0.8,-2.38,0
4357,-113,22,-52,-313,-0.4,-2.35,0
4363,-115,22,-60,-867,-0.8,-2.38,0
4369,-115,22,-68,-1387,-0.8,-2.38,0
4375,-120,22,-81,-1782,-1.6,-2.48,0
4382,-128,22,-91,-2109,-2.4,-2.64,0
4389,-137,22,-109,-2518,-3.2,-2.84,0
4395,-153,22,-116,-2925,-4.4,-3.18,0
4401,-171,22,-122,-3326,-5.6,-3.55,0
4408,-191,22,-119,-3941,-6.8,-3.94,0
4414,-226,22,-155,-4562,-8.8,-4.67,0
4420,-257,22,-153,-5237,-10.4,-5.32,0
4428,-312,22,-193,-6097,-12.8,-6.44,0
4434,-385,22,-237,-7102,-15.6,-7.96,0
4440,-467,22,-69,-7558,-18.4,-9.64,0
4447,-571,22,-60,-7646,-22,-11.79,0
4453,-649,22,-10,-7679,-25.2,-13.39,0
4459,-701,22,-24,-7588,-28.4,-14.46,0
4466,-723,22,-42,-7605,-32,-14.93,0
4473,-716,22,-87,-7610,-34.8,-14.77,0
4479,-682,22,-193,-7336,-38.4,-14.08,0
4486,-640,22,-303,-6918,-41.6,-13.21,0
4492,-601,22,-332,-6910,-44.4,-12.4,0
4498,-559,22,-425,-6704,-47.6,-11.54,0
4505,-524,22,-500,-6498,-50.4,-10.82,0
4512,-491,22,-540,-6429,-53.2,-10.13,0
4519,-459,22,-599,-6355,-56,-9.48,0
4525,-428,22,-493,-6212,-58.8,-8.85,0
4531,-398,22,-439,-5690,-61.6,-8.22,0
4538,-351,22,-421,-5353,-64,-7.25,0
4544,-321,22,-369,-5185,-66.4,-6.63,0
4550,-304,22,-330,-5152,-68.8,-6.28,0
4558,25,22,-307,-5196,-70.8,0.53,1
4563,32,22,-68,-4669,-72.8,0.66,1
4567,37,22,-50,-3982,-74,0.76,1
4572,44,22,-33,-3463,-75.6,0.93,1
4577,48,22,-22,-2936,-76.4,1,1
4582,48,22,-12,-2430,-77.6,1,1
4587,48,22,-16,-1928,-78.4,1,1
4592,48,22,-22,-1334,-78.8,1,1
4597,48,22,-27,-719,-79.2,1,1
4602,48,22,-32,-142,-79.6,1,1
4607,48,22,-8,343,-79.6,1,1
4612,48,22,1,741,-79.6,1,1
4616,48,22,5,1090,-79.2,1,1
4621,48,22,-3,1318,-78.8,1,1
4626,48,22,19,1505,-78.4,1,1
4631,48,22,24,1680,-78,1,1
4635,48,22,36,1831,-77.6,1,1
4641,48,22,39,1972,-76.8,1,1
4646,47,22,26,2081,-76,0.97,1
4651,44,22,39,2180,-75.6,0.93,1
4656,40,22,35,2285,-74.8,0.84,1
4660,37,22,41,2408,-74,0.76,1
4665,33,22,38,2477,-73.2,0.7,1
4670,30,22,34,2507,-72.4,0.63,1
4675,28,22,34,2548,-71.6,0.58,1
4681,25,22,29,2590,-70.8,0.53,1
4685,23,22,21,2603,-70,0.49,1
4690,22,22,22,2609,-69.2,0.46,1
4695,20,22,20,2650,-68,0.41,1
4700,18,22,20,2655,-67.2,0.39,1
4705,17,22,20,2642,-66.4,0.37,1
4710,16,22,22,2664,-65.6,0.35,1
4714,16,22,19,2697,-64.8,0.33,1
4719,15,22,20,2677,-63.6,0.32,1
4725,14,22,17,2661,-62.8,0.31,1
4730,14,22,20,2713,-62,0.3,1
4735,14,22,6,2691,-61.2,0.29,1
4739,13,22,18,2680,-60.4,0.28,1
4744,13,22,12,2680,-59.2,0.28,1
4749,13,22,18,2691,-58.4,0.27,1
4754,13,22,8,2620,-57.6,0.27,1
4759,12,22,17,2614,-56.8,0.26,1
4764,12,22,14,2647,-56,0.26,1
4769,12,22,17,2598,-54.8,0.25,1
4774,12,22,21,2562,-54,0.25,1
4779,11,22,20,2562,-53.2,0.24,1
4784,11,22,13,2551,-52.4,0.24,1
4788,11,22,13,2513,-51.6,0.23,1
4793,11,22,19,2499,-50.8,0.23,1
4798,10,22,18,2562,-50,0.22,1
4803,10,22,19,2590,-49.2,0.21,1
4809,10,22,9,2622,-48.4,0.21,1
4813,9,22,7,2686,-47.6,0.2,1
4818,9,22,6,2812,-46.8,0.19,1
4823,8,22,5,2900,-45.6,0.18,1
4827,8,22,1,2988,-44.8,0.17,1
4832,7,22,4,3122,-44,0.16,1
4837,7,22,1,3188,-42.8,0.15,1
4841,6,22,4,3262,-41.6,0.13,1
4846,5,22,0,3378,-40.8,0.12,1
4852,5,22,-4,3419,-39.6,0.11,1
4857,4,22,4,3515,-38.4,0.1,1
4861,4,22,-15,3600,-37.6,0.09,1
4866,4,22,-8,3619,-36.4,0.09,1
4871,3,22,0,3691,-35.2,0.08,1
4875,3,22,3,3691,-34,0.08,1
4880,3,22,1,3691,-32.8,0.08,1
4885,4,22,1,3691,-31.6,0.09,1
4890,4,22,8,3628,-30.4,0.1,1
4895,5,22,7,3641,-29.2,0.11,1
4900,6,22,7,3603,-28,0.13,1
4905,7,22,11,3534,-26.8,0.16,1
4909,9,22,14,3551,-25.6,0.19,1
4914,10,22,23,3471,-24.4,0.22,1
4919,12,22,17,3457,-23.6,0.25,1
4924,14,22,28,3422,-22.4,0.3,1
4929,17,22,20,3367,-21.2,0.36,1
4933,20,22,20,3381,-20,0.42,1
4939,23,22,23,3361,-18.8,0.49,1
4944,26,22,31,3345,-18,0.54,1
4949,29,22,26,3411,-16.8,0.62,1
4954,34,22,26,3408,-15.6,0.71,1
4958,38,22,36,3468,-14.4,0.8,1
4963,43,22,36,3556,-13.2,0.9,1
4968,48,22,41,3611,-12,1,1
4973,48,22,44,3718,-11.2,1,1
4978,48,22,48,3771,-9.6,1,1
4983,48,22,52,3853,-8.4,1,1
4988,48,22,43,3944,-7.2,1,1
4993,48,22,35,3990,-6,1,1
4998,-159,22,48,4133,-4.8,-3.3,0
5004,-132,22,-79,3743,-2.8,-2.74,0
5010,-117,22,-50,2916,-1.2,-2.42,0
