time,tgt_cur,temp,pre_cur,pre_vel,ang[1],tgt_torq,run_mode
8207,26,22,17,2092,-18,0.54,1
8212,28,22,19,2219,-17.2,0.59,1
8216,31,22,11,2353,-16.4,0.65,1
8222,34,22,16,2477,-15.6,0.71,1
8227,37,22,23,2603,-14.8,0.77,1
8232,40,22,30,2793,-14,0.83,1
8237,43,22,18,2914,-13.2,0.9,1
8242,48,22,39,3013,-12,1,1
8246,48,22,23,3142,-11.2,1,1
8251,48,22,44,3229,-10,1,1
8256,48,22,45,3282,-9.2,1,1
8261,48,22,43,3375,-8,1,1
8266,48,22,45,3441,-6.8,1,1
8271,48,22,34,3499,-6,1,1
8276,-95,22,48,3655,-4.8,-1.98,0
8282,-82,22,-52,3444,-3.2,-1.7,0
8288,-72,22,-23,2903,-1.6,-1.49,0
8294,-68,22,1,2048,-0.4,-1.41,0
8300,-68,22,4,1348,0,-1.41,0
8304,-68,22,33,140,0.4,-1.42,0
8311,-68,22,13,-804,0.4,-1.42,0
8317,-68,22,3,-1205,0,-1.41,0
8320,-68,22,-5,-1546,0,-1.41,0
8324,-68,22,-10,-1834,-0.4,-1.41,0
8330,-70,22,-49,-1999,-1.2,-1.45,0
8336,-74,22,-54,-2147,-2,-1.54,0
8342,-79,22,-67,-2315,-2.8,-1.64,0
8348,-85,22,-65,-2521,-3.6,-1.77,0
8356,-95,22,-63,-2694,-4.8,-1.98,0
8362,-106,22,-71,-2944,-6,-2.21,0
8368,-118,22,-95,-3122,-7.2,-2.45,0
8374,-131,22,-115,-3164,-8.4,-2.71,0
8381,-149,22,-127,-3260,-10,-3.09,0
8387,-164,22,-150,-3238,-11.2,-3.4,0
8394,-187,22,-173,-3227,-12.8,-3.86,0
8401,-205,22,-191,-3172,-14,-4.24,0
8407,-231,22,-203,-3232,-15.6,-4.78,0
8414,-252,22,-231,-3331,-16.8,-5.2,0
8420,-280,22,-237,-3573,-18.4,-5.79,0
8426,-308,22,-256,-3842,-20,-6.37,0
8433,-336,22,-271,-4301,-21.6,-6.94,0
8440,-367,22,-280,-4806,-23.6,-7.58,0
8447,-394,22,-312,-5336,-25.6,-8.13,0
8453,-417,22,-343,-6034,-28,-8.62,0
8459,-431,22,-386,-6701,-30.4,-8.89,0
8466,-433,22,-322,-7080,-33.6,-8.94,0
8472,-422,22,-329,-7209,-36.4,-8.71,0
8480,-400,22,-315,-7080,-39.6,-8.26,0
8486,-374,22,-320,-6959,-42.8,-7.72,0
8492,-351,22,-355,-6893,-45.6,-7.25,0
8499,-324,22,-399,-6797,-48.8,-6.7,0
8505,-307,22,-393,-6792,-51.6,-6.34,0
8511,-284,22,-372,-6561,-54.8,-5.87,0
8518,-266,22,-347,-6069,-57.6,-5.5,0
8525,-246,22,-336,-5443,-60,-5.09,0
8531,-227,22,-308,-4746,-62.4,-4.68,0
8538,-210,22,-274,-4073,-64.8,-4.33,0
8544,-192,22,-254,-3669,-66.4,-3.98,0
8551,-187,22,-228,-3210,-68,-3.87,0
8557,-170,22,-220,-2971,-69.6,-3.52,0
8565,25,22,-193,-2763,-70.8,0.53,1
8570,28,22,-53,-2120,-71.6,0.58,1
8574,30,22,-43,-1535,-72.4,0.63,1
8579,32,22,-37,-977,-72.8,0.66,1
8584,33,22,-35,-477,-73.2,0.7,1
8589,33,22,-28,-82,-73.2,0.7,1
8594,33,22,-2,167,-73.2,0.7,1
8598,33,22,6,329,-73.2,0.7,1
8603,33,22,15,433,-73.2,0.7,1
8609,33,22,18,455,-73.2,0.7,1
8613,32,22,28,491,-72.8,0.66,1
8618,32,22,27,557,-72.8,0.66,1
8623,30,22,31,593,-72.4,0.63,1
8628,30,22,29,615,-72.4,0.63,1
8633,29,22,28,686,-72,0.61,1
8637,29,22,27,719,-72,0.61,1
8642,28,22,31,747,-71.6,0.58,1
8647,28,22,20,804,-71.6,0.58,1
8653,27,22,27,829,-71.2,0.56,1
8657,25,22,25,881,-70.8,0.53,1
8662,25,22,25,878,-70.8,0.53,1
8667,24,22,21,947,-70.4,0.51,1
8672,23,22,19,947,-70,0.49,1
8676,23,22,20,999,-69.6,0.47,1
8681,22,22,25,983,-69.2,0.46,1
8686,22,22,17,1035,-69.2,0.46,1
8692,21,22,24,1032,-68.8,0.44,1
8697,20,22,22,1073,-68.4,0.43,1
8701,20,22,24,1079,-68,0.41,1
8706,19,22,23,1104,-67.6,0.4,1
8711,18,22,22,1123,-67.2,0.39,1
8716,18,22,25,1117,-66.8,0.38,1
8721,17,22,25,1139,-66.4,0.37,1
8726,17,22,24,1142,-66,0.36,1
8730,17,22,10,1128,-66,0.36,1
8736,16,22,16,1156,-65.6,0.35,1
8741,16,22,21,1178,-65.2,0.34,1
8746,16,22,19,1164,-64.8,0.33,1
8751,15,22,17,1192,-64.4,0.33,1
8756,15,22,13,1178,-64,0.32,1
8760,15,22,18,1186,-63.6,0.32,1
8765,15,22,13,1203,-63.2,0.31,1
8770,14,22,18,1189,-62.8,0.31,1
8775,14,22,15,1241,-62.4,0.3,1
8781,14,22,7,1340,-62,0.3,1
8785,14,22,17,1321,-61.6,0.29,1
8790,14,22,17,1301,-61.2,0.29,1
8795,13,22,17,1318,-60.8,0.29,1
8800,13,22,16,1406,-60,0.28,1
8805,13,22,10,1518,-59.6,0.28,1
8809,13,22,7,1678,-59.2,0.28,1
8814,13,22,4,1804,-58.8,0.27,1
8820,13,22,4,1933,-58,0.27,1
8825,13,22,7,2057,-57.6,0.27,1
8830,12,22,-1,2208,-56.8,0.26,1
8834,12,22,-8,2373,-56,0.26,1
8839,12,22,5,2447,-55.2,0.26,1
8844,12,22,4,2507,-54.4,0.25,1
8849,11,22,6,2584,-53.6,0.25,1
8853,11,22,12,2655,-52.8,0.24,1
8858,11,22,8,2691,-52,0.24,1
8864,11,22,11,2686,-51.2,0.23,1
8869,10,22,7,2724,-50.4,0.22,1
8873,10,22,11,2727,-49.2,0.21,1
8878,10,22,15,2683,-48.4,0.21,1
8883,9,22,17,2672,-47.6,0.2,1
8888,9,22,12,2672,-46.8,0.19,1
8892,8,22,18,2636,-46,0.18,1
8897,8,22,14,2581,-44.8,0.17,1
8902,7,22,14,2568,-44,0.16,1
8908,7,22,15,2529,-43.2,0.15,1
8912,6,22,13,2474,-42.4,0.14,1
8917,6,22,15,2460,-41.6,0.13,1
8922,5,22,13,2460,-40.8,0.12,1
8927,5,22,13,2433,-40,0.12,1
8931,5,22,15,2395,-39.2,0.11,1
8936,4,22,5,2362,-38.4,0.1,1
8941,4,22,14,2367,-37.6,0.09,1
8945,4,22,9,2326,-36.8,0.09,1
8951,4,22,3,2285,-36.4,0.09,1
8956,4,22,12,2257,-35.6,0.08,1
8961,3,22,13,2241,-34.8,0.08,1
8965,3,22,13,2186,-34,0.08,1
8970,3,22,12,2147,-33.2,0.08,1
8975,3,22,10,2128,-32.8,0.08,1
8980,4,22,14,2109,-32,0.08,1
8984,4,22,11,2059,-31.2,0.09,1
8990,4,22,13,2005,-30.8,0.09,1
8995,4,22,10,1969,-30,0.1,1
9000,5,22,11,1936,-29.2,0.11,1
9004,5,22,12,1908,-28.8,0.12,1
9009,6,22,16,1878,-28,0.13,1
9014,6,22,15,1831,-27.6,0.14,1
9019,7,22,15,1779,-26.8,0.16,1
9023,7,22,15,1774,-26.4,0.16,1
9028,9,22,16,1757,-25.6,0.19,1
9034,9,22,16,1727,-25.2,0.2,1
9039,10,22,18,1702,-24.4,0.22,1
9043,11,22,20,1678,-24,0.24,1
9048,12,22,-1,1656,-23.6,0.25,1
9053,13,22,7,1658,-22.8,0.28,1
9058,14,22,16,1636,-22.4,0.3,1
9062,15,22,11,1617,-22,0.32,1
9067,17,22,13,1593,-21.2,0.36,1
9072,18,22,21,1601,-20.8,0.38,1
9078,19,22,25,1628,-20.4,0.4,1
9083,21,22,21,1686,-19.6,0.44,1
9087,22,22,17,1735,-19.2,0.46,1
9092,23,22,15,1886,-18.8,0.49,1
9097,26,22,6,1988,-18,0.54,1
9102,28,22,17,2128,-17.2,0.59,1
9107,29,22,13,2254,-16.8,0.62,1
9111,32,22,15,2411,-16,0.68,1
9116,35,22,20,2532,-15.2,0.74,1
9122,38,22,15,2686,-14.4,0.8,1
9127,43,22,22,2812,-13.2,0.9,1
9131,47,22,30,2925,-12.4,0.97,1
9136,48,22,38,3051,-11.6,1,1
9141,48,22,38,3199,-10.4,1,1
9146,48,22,44,3221,-9.6,1,1
9151,48,22,36,3306,-8.4,1,1
9155,48,22,50,3381,-7.2,1,1
9161,48,22,42,3444,-6.4,1,1
9166,48,22,42,3578,-5.2,1,1
9171,-89,22,46,3636,-4,-1.84,0
9176,-76,22,-24,3479,-2.4,-1.59,0
9183,-70,22,-7,2724,-1.2,-1.45,0
9189,-68,22,-1,2112,0,-1.41,0
9193,-68,22,29,862,0.4,-1.42,0
9198,-68,22,26,-340,0.4,-1.42,0
9205,-68,22,9,-1194,0.4,-1.42,0
9211,-68,22,3,-1546,0,-1.41,0
9215,-68,22,-11,-1804,0,-1.41,0
9219,-68,22,-30,-2021,-0.4,-1.41,0
9225,-70,22,-54,-2208,-1.2,-1.45,0
9231,-76,22,-67,-2312,-2.4,-1.59,0
9237,-82,22,-68,-2510,-3.2,-1.7,0
9243,-92,22,-73,-2680,-4.4,-1.91,0
9251,-103,22,-82,-2881,-5.6,-2.13,0
9257,-114,22,-90,-3186,-6.8,-2.37,0
9263,-127,22,-106,-3282,-8,-2.62,0
9269,-140,22,-129,-3394,-9.2,-2.89,0
9275,-159,22,-155,-3290,-10.8,-3.29,0
9282,-181,22,-178,-3243,-12.4,-3.74,0
9289,-199,22,-194,-3125,-13.6,-4.11,0
9295,-218,22,-211,-3076,-14.8,-4.5,0
9302,-245,22,-229,-3037,-16.4,-5.06,0
9308,-266,22,-231,-3100,-17.6,-5.49,0
9315,-294,22,-244,-3339,-19.2,-6.08,0
9321,-315,22,-265,-3661,-20.4,-6.52,0
9327,-342,22,-281,-4139,-22,-7.07,0
9335,-373,22,-310,-4680,-24,-7.7,0
9341,-398,22,-317,-5284,-26,-8.23,0
9347,-417,22,-344,-5916,-28,-8.62,0
9354,-432,22,-382,-6539,-30.8,-8.92,0
9360,-433,22,-349,-7020,-33.6,-8.94,0
9367,-420,22,-348,-7119,-36.8,-8.67,0
9374,-400,22,-357,-6921,-39.6,-8.26,0
9380,-374,22,-385,-6814,-42.8,-7.72,0
9387,-351,22,-416,-6770,-45.6,-7.25,0
9393,-324,22,-476,-6685,-48.8,-6.7,0
9399,-307,22,-359,-6413,-51.6,-6.34,0
9406,-287,22,-362,-5891,-54.4,-5.93,0
9412,-268,22,-344,-5270,-56.8,-5.53,0
9420,-254,22,-320,-4559,-59.2,-5.26,0
9426,-239,22,-302,-4012,-61.2,-4.93,0
9432,-225,22,-286,-3518,-63.2,-4.65,0
9439,-217,22,-258,-3136,-64.4,-4.48,0
9445,-202,22,-233,-2971,-66,-4.17,0
9452,-198,22,-216,-2826,-67.2,-4.09,0
9458,-184,22,-203,-2771,-68.4,-3.81,0
9466,-170,22,-189,-2798,-69.6,-3.52,0
9472,25,22,-169,-2790,-70.8,0.53,1
9477,29,22,-37,-2342,-72,0.61,1
9482,32,22,-32,-1933,-72.8,0.66,1
9487,33,22,-18,-1543,-73.2,0.7,1
9491,37,22,-16,-1200,-74,0.76,1
9496,37,22,-3,-936,-74,0.76,1
9502,38,22,-11,-678,-74.4,0.8,1
9507,40,22,5,-527,-74.8,0.84,1
9511,40,22,10,-373,-74.8,0.84,1
9516,42,22,12,-200,-75.2,0.88,1
9521,42,22,32,-49,-75.2,0.88,1
9526,42,22,33,71,-75.2,0.88,1
9530,42,22,27,175,-75.2,0.88,1
9535,40,22,32,263,-74.8,0.84,1
9540,40,22,39,324,-74.8,0.84,1
9546,40,22,38,395,-74.8,0.84,1
9550,40,22,34,469,-74.8,0.84,1
9555,38,22,35,560,-74.4,0.8,1
9560,38,22,34,617,-74.4,0.8,1
9565,37,22,36,675,-74,0.76,1
9569,37,22,31,769,-74,0.76,1
9574,35,22,27,812,-73.6,0.73,1
9579,33,22,27,895,-73.2,0.7,1
9584,33,22,35,936,-73.2,0.7,1
9589,32,22,29,986,-72.8,0.66,1
9594,30,22,38,1027,-72.4,0.63,1
9599,29,22,30,1073,-72,0.61,1
9604,28,22,32,1093,-71.6,0.58,1
9609,28,22,21,1164,-71.6,0.58,1
9613,27,22,26,1197,-71.2,0.56,1
9618,25,22,30,1200,-70.8,0.53,1
9623,24,22,24,1263,-70.4,0.51,1
9628,23,22,24,1290,-70,0.49,1
9634,23,22,33,1285,-69.6,0.47,1
9639,21,22,28,1318,-68.8,0.44,1
9643,20,22,23,1343,-68.4,0.43,1
9648,20,22,18,1351,-68,0.41,1
9653,19,22,26,1398,-67.6,0.4,1
9658,18,22,19,1406,-67.2,0.39,1
9663,18,22,14,1458,-66.8,0.38,1
9668,17,22,20,1502,-66.4,0.37,1
9673,16,22,11,1538,-65.6,0.35,1
9678,16,22,22,1532,-65.2,0.34,1
9683,16,22,19,1524,-64.8,0.33,1
9688,15,22,22,1562,-64.4,0.33,1
9693,15,22,16,1658,-63.6,0.32,1
9698,15,22,10,1782,-63.2,0.31,1
9702,14,22,10,1903,-62.4,0.3,1
9707,14,22,3,2024,-62,0.3,1
9712,14,22,9,2131,-61.2,0.29,1
9718,13,22,0,2241,-60.4,0.28,1
9723,13,22,3,2359,-60,0.28,1
9727,13,22,5,2510,-59.2,0.28,1
9732,13,22,5,2587,-58.4,0.27,1
9737,13,22,1,2633,-57.6,0.27,1
9742,12,22,8,2702,-56.4,0.26,1
9746,12,22,9,2760,-55.6,0.26,1
9751,12,22,5,2765,-54.8,0.25,1
9756,12,22,12,2763,-54,0.25,1
9762,11,22,10,2820,-52.8,0.24,1
9766,11,22,12,2812,-52,0.24,1
9771,11,22,12,2798,-51.2,0.23,1
9776,10,22,9,2831,-50.4,0.22,1
9781,10,22,16,2812,-49.2,0.21,1
9785,10,22,17,2757,-48.4,0.21,1
9790,9,22,16,2746,-47.6,0.2,1
9795,9,22,14,2735,-46.4,0.19,1
9801,8,22,20,2680,-45.6,0.18,1
9805,8,22,15,2647,-44.8,0.17,1
9810,7,22,19,2647,-44,0.16,1
9815,7,22,2,2603,-43.2,0.15,1
9820,6,22,15,2551,-42.4,0.14,1
9824,6,22,13,2535,-41.6,0.13,1
9829,5,22,11,2540,-40.8,0.12,1
9834,5,22,15,2493,-40,0.12,1
9839,5,22,12,2460,-39.2,0.11,1
9844,4,22,8,2447,-38.4,0.1,1
9849,4,22,13,2438,-37.6,0.09,1
9854,4,22,13,2384,-36.8,0.09,1
9859,4,22,11,2340,-36,0.08,1
9863,3,22,16,2329,-35.2,0.08,1
9868,3,22,14,2315,-34.4,0.08,1
9873,3,22,15,2238,-33.6,0.08,1
9878,3,22,12,2205,-32.8,0.08,1
9882,4,22,9,2172,-32,0.08,1
9888,4,22,12,2150,-31.6,0.09,1
9893,4,22,13,2109,-30.8,0.09,1
9897,4,22,10,2059,-30,0.1,1
9902,5,22,14,2026,-29.6,0.11,1
9907,5,22,13,1996,-28.8,0.12,1
9912,6,22,12,1961,-28,0.13,1
9916,6,22,13,1911,-27.6,0.14,1
9921,7,22,15,1873,-26.8,0.16,1
9926,7,22,11,1862,-26.4,0.16,1
9932,9,22,17,1845,-25.6,0.19,1
9936,9,22,19,1809,-25.2,0.2,1
9941,10,22,16,1771,-24.4,0.22,1
9946,11,22,17,1735,-24,0.24,1
9951,12,22,13,1735,-23.2,0.27,1
9956,13,22,21,1705,-22.8,0.28,1
9960,15,22,20,1680,-22,0.32,1
9965,16,22,21,1691,-21.6,0.34,1
9970,17,22,10,1700,-21.2,0.36,1
9976,19,22,17,1752,-20.4,0.4,1
9981,20,22,9,1818,-20,0.42,1
9985,22,22,12,1870,-19.2,0.46,1
9990,23,22,13,1996,-18.8,0.49,1
9995,26,22,12,2125,-18,0.54,1
10000,28,22,17,2249,-17.2,0.59,1
10005,29,22,12,2386,-16.8,0.62,1
10009,32,22,9,2535,-16,0.68,1
10015,35,22,20,2636,-15.2,0.74,1
10020,40,22,17,2809,-14,0.83,1
10025,43,22,19,2925,-13.2,0.9,1
10030,47,22,31,3056,-12.4,0.97,1
10035,48,22,36,3186,-11.2,1,1
10039,48,22,41,3254,-10,1,1
10044,48,22,48,3295,-9.2,1,1
10049,48,22,42,3397,-8,1,1
10054,48,22,48,3474,-6.8,1,1
10059,48,22,39,3537,-6,1,1
10064,-95,22,47,3674,-4.8,-1.98,0
10070,-82,22,-33,3455,-3.2,-1.7,0
10077,-72,22,-23,2889,-1.6,-1.49,0
10083,-68,22,-1,2002,-0.4,-1.41,0
10089,-68,22,0,1285,0,-1.41,0
10093,-68,22,37,30,0.4,-1.42,0
10100,-68,22,12,-889,0.4,-1.42,0
10105,-68,22,5,-1285,0,-1.41,0
10109,-68,22,-2,-1612,0,-1.41,0
10113,-68,22,-28,-1864,-0.4,-1.41,0
10119,-70,22,-57,-2043,-1.2,-1.45,0
10125,-74,22,-53,-2189,-2,-1.54,0
10131,-79,22,-63,-2351,-2.8,-1.64,0
10138,-89,22,-70,-2543,-4,-1.84,0
10144,-95,22,-73,-2724,-4.8,-1.98,0
10151,-106,22,-83,-2947,-6,-2.21,0
10157,-118,22,-111,-3095,-7.2,-2.45,0
10163,-135,22,-113,-3169,-8.8,-2.8,0
10170,-149,22,-133,-3323,-10,-3.09,0
10176,-170,22,-151,-3359,-11.6,-3.51,0
10183,-187,22,-160,-3468,-12.8,-3.86,0
10190,-211,22,-182,-3490,-14.4,-4.37,0
10197,-238,22,-201,-3639,-16,-4.92,0
10203,-266,22,-218,-3740,-17.6,-5.49,0
10209,-294,22,-261,-4010,-19.2,-6.08,0
10215,-322,22,-266,-4353,-20.8,-6.66,0
10222,-355,22,-285,-4691,-22.8,-7.34,0
10229,-384,22,-328,-5166,-24.8,-7.93,0
10236,-411,22,-343,-5701,-27.2,-8.48,0
10242,-427,22,-375,-6185,-29.6,-8.82,0
10249,-434,22,-394,-6764,-32.4,-8.96,0
10255,-428,22,-343,-7121,-35.2,-8.83,0
10262,-409,22,-332,-7058,-38.4,-8.45,0
10268,-384,22,-326,-6987,-41.6,-7.93,0
10275,-357,22,-379,-6855,-44.8,-7.37,0
10282,-335,22,-399,-6841,-47.6,-6.93,0
10288,-314,22,-388,-6871,-50.4,-6.49,0
10295,-291,22,-350,-6457,-53.6,-6.01,0
10301,-273,22,-339,-5866,-56.4,-5.64,0
10307,-257,22,-323,-5237,-58.8,-5.31,0
10315,-239,22,-309,-4548,-61.2,-4.93,0
10321,-225,22,-290,-3916,-63.2,-4.65,0
10328,-201,22,-256,-3424,-65.2,-4.16,0
10334,-192,22,-243,-3045,-66.4,-3.98,0
10341,-187,22,-223,-2724,-68,-3.87,0
10347,-173,22,-204,-2590,-69.2,-3.59,0
10354,24,22,-184,-2496,-70.4,0.51,1
10360,27,22,-44,-1966,-71.2,0.56,1
10365,28,22,-32,-1458,-71.6,0.58,1
10370,30,22,-28,-1054,-72.4,0.63,1
10374,30,22,-22,-681,-72.4,0.63,1
10379,32,22,-20,-368,-72.8,0.66,1
10384,32,22,-8,-170,-72.8,0.66,1
10389,32,22,9,-2,-72.8,0.66,1
10394,32,22,17,79,-72.8,0.66,1
10399,32,22,24,131,-72.8,0.66,1
10404,32,22,20,153,-72.8,0.66,1
10409,32,22,32,233,-72.8,0.66,1
10414,32,22,26,296,-72.8,0.66,1
10419,32,22,24,359,-72.8,0.66,1
10423,30,22,25,422,-72.4,0.63,1
10428,30,22,26,464,-72.4,0.63,1
10433,30,22,28,519,-72.4,0.63,1
10438,29,22,32,576,-72,0.61,1
10444,29,22,29,606,-72,0.61,1
10448,28,22,28,637,-71.6,0.58,1
10453,28,22,21,703,-71.6,0.58,1
10458,27,22,25,714,-71.2,0.56,1
10463,27,22,20,780,-71.2,0.56,1
10468,25,22,24,810,-70.8,0.53,1
10472,24,22,27,823,-70.4,0.51,1
10477,24,22,23,895,-70.4,0.51,1
10482,23,22,22,900,-70,0.49,1
10488,23,22,23,931,-69.6,0.47,1
10493,22,22,8,931,-69.2,0.46,1
10498,22,22,20,977,-69.2,0.46,1
10502,21,22,23,980,-68.8,0.44,1
10507,20,22,22,1016,-68.4,0.43,1
10512,20,22,19,1027,-68,0.41,1
10517,19,22,23,1054,-67.6,0.4,1
10522,18,22,24,1076,-67.2,0.39,1
10528,18,22,22,1062,-66.8,0.38,1
10533,18,22,19,1104,-66.8,0.38,1
10537,17,22,14,1101,-66.4,0.37,1
10542,17,22,14,1104,-66,0.36,1
10547,16,22,18,1142,-65.6,0.35,1
10552,16,22,15,1224,-65.2,0.34,1
10557,16,22,13,1293,-64.8,0.33,1
10562,15,22,11,1290,-64.4,0.33,1
10567,15,22,11,1274,-64,0.32,1
10573,15,22,16,1279,-63.6,0.32,1
10577,15,22,11,1414,-63.2,0.31,1
10582,14,22,11,1554,-62.4,0.3,1
10587,14,22,7,1716,-62,0.3,1
10592,14,22,9,1884,-61.6,0.29,1
10597,13,22,1,2037,-60.8,0.29,1
10602,13,22,2,2172,-60,0.28,1
10606,13,22,-2,2315,-59.6,0.28,1
10612,13,22,-3,2460,-58.8,0.27,1
10617,13,22,-4,2559,-58,0.27,1
10622,12,22,4,2650,-57.2,0.27,1
10627,12,22,5,2743,-56,0.26,1
10632,12,22,11,2801,-55.2,0.26,1
10636,12,22,10,2798,-54.4,0.25,1
10641,11,22,9,2856,-53.6,0.25,1
10646,11,22,9,2900,-52.4,0.24,1
10651,11,22,12,2848,-51.6,0.23,1
10657,10,22,15,2859,-50.4,0.22,1
10661,10,22,20,2859,-49.6,0.22,1
10666,10,22,19,2828,-48.8,0.21,1
10671,9,22,14,2774,-47.6,0.2,1
10676,9,22,21,2752,-46.8,0.19,1
10681,8,22,15,2721,-46,0.18,1
10686,8,22,19,2683,-45.2,0.17,1
10690,7,22,15,2666,-44,0.16,1
10695,7,22,17,2636,-43.2,0.15,1
10701,6,22,13,2587,-42.4,0.14,1
10706,6,22,15,2579,-41.6,0.13,1
10710,5,22,13,2573,-40.8,0.12,1
10715,5,22,16,2557,-40,0.12,1
10720,5,22,10,2504,-39.2,0.11,1
10725,4,22,9,2480,-38.4,0.1,1
10730,4,22,8,2460,-37.6,0.09,1
10734,4,22,10,2422,-36.8,0.09,1
10740,4,22,8,2373,-36,0.08,1
10745,3,22,6,2370,-35.2,0.08,1
10750,3,22,18,2340,-34.4,0.08,1
10754,3,22,15,2271,-33.6,0.08,1
10759,3,22,12,2238,-32.8,0.08,1
10764,4,22,10,2227,-32,0.08,1
10769,4,22,11,2186,-31.2,0.09,1
10774,4,22,13,2131,-30.8,0.09,1
10778,4,22,14,2090,-30,0.1,1
10784,5,22,10,2079,-29.2,0.11,1
10789,5,22,7,2051,-28.4,0.12,1
10794,6,22,15,2007,-28,0.13,1
10799,7,22,13,1969,-27.2,0.15,1
10803,7,22,11,1939,-26.4,0.16,1
10808,8,22,-5,1930,-26,0.18,1
10813,9,22,20,1897,-25.2,0.2,1
10818,10,22,18,1864,-24.8,0.21,1
10823,11,22,20,1829,-24,0.24,1
10828,12,22,16,1807,-23.6,0.25,1
10833,13,22,15,1807,-22.8,0.28,1
10838,14,22,12,1785,-22.4,0.3,1
10843,16,22,16,1749,-21.6,0.34,1
10848,17,22,18,1730,-21.2,0.36,1
10853,19,22,15,1738,-20.4,0.4,1
10857,20,22,18,1766,-20,0.42,1
10862,21,22,26,1785,-19.6,0.44,1
10868,23,22,16,1804,-18.8,0.49,1
10873,24,22,26,1818,-18.4,0.51,1
10878,27,22,14,1908,-17.6,0.56,1
10883,29,22,11,2043,-16.8,0.62,1
10888,31,22,21,2156,-16.4,0.65,1
10893,34,22,23,2224,-15.6,0.71,1
10897,37,22,23,2340,-14.8,0.77,1
10902,40,22,23,2507,-14,0.83,1
10907,43,22,33,2614,-13.2,0.9,1
10913,47,22,36,2721,-12.4,0.97,1
10918,48,22,40,2831,-11.6,1,1
10923,48,22,34,2938,-10.4,1,1
10928,48,22,46,2955,-9.6,1,1
10932,48,22,45,3048,-8.4,1,1
10937,48,22,32,3144,-7.6,1,1
10942,48,22,38,3202,-6.4,1,1
10947,48,22,48,3309,-5.6,1,1
10953,-92,22,41,3444,-4.4,-1.91,0
10959,-79,22,-37,3232,-2.8,-1.64,0
10965,-72,22,-18,2647,-1.6,-1.49,0
10971,-68,22,0,1820,-0.4,-1.41,0
10977,-68,22,12,1123,0,-1.41,0
10981,-68,22,18,398,0,-1.41,0
10985,-68,22,11,-576,0.4,-1.42,0
10991,-68,22,4,-1013,0,-1.41,0
10996,-68,22,1,-1376,0,-1.41,0
10999,-68,22,-21,-1694,-0.4,-1.41,0
11005,-69,22,-48,-1897,-0.8,-1.43,0
11011,-72,22,-61,-2035,-1.6,-1.49,0
11018,-76,22,-58,-2221,-2.4,-1.59,0
11024,-85,22,-61,-2427,-3.6,-1.77,0
11030,-92,22,-65,-2565,-4.4,-1.91,0
11038,-103,22,-81,-2702,-5.6,-2.13,0
11044,-114,22,-100,-2897,-6.8,-2.37,0
11050,-127,22,-114,-2933,-8,-2.62,0
11056,-140,22,-126,-3032,-9.2,-2.89,0
11063,-154,22,-142,-3051,-10.4,-3.19,0
11069,-175,22,-151,-3117,-12,-3.63,0
11075,-193,22,-185,-3164,-13.2,-3.98,0
11083,-218,22,-180,-3276,-14.8,-4.5,0
11089,-238,22,-201,-3463,-16,-4.92,0
11095,-266,22,-219,-3644,-17.6,-5.49,0
11102,-294,22,-256,-3999,-19.2,-6.08,0
11108,-322,22,-272,-4411,-20.8,-6.66,0
11115,-355,22,-277,-4814,-22.8,-7.34,0
11121,-384,22,-323,-5353,-24.8,-7.93,0
11128,-411,22,-344,-5910,-27.2,-8.48,0
11135,-429,22,-372,-6479,-30,-8.86,0
11141,-434,22,-336,-6970,-32.8,-8.95,0
11148,-426,22,-361,-7110,-35.6,-8.8,0
11154,-406,22,-351,-7075,-38.8,-8.39,0
11161,-380,22,-368,-6882,-42,-7.86,0
11168,-357,22,-395,-6781,-44.8,-7.37,0
11174,-333,22,-442,-6797,-48,-6.87,0
11181,-311,22,-385,-6660,-50.8,-6.42,0
11187,-291,22,-371,-6108,-53.6,-6.01,0
11194,-273,22,-351,-5509,-56.4,-5.64,0
11200,-257,22,-332,-4891,-58.8,-5.31,0
11207,-239,22,-315,-4309,-61.2,-4.93,0
11214,-224,22,-281,-3760,-62.8,-4.63,0
11221,-210,22,-260,-3315,-64.8,-4.33,0
11227,-202,22,-246,-3081,-66,-4.17,0
11234,-197,22,-218,-2878,-67.6,-4.07,0
11240,-182,22,-207,-2760,-68.8,-3.77,0
11247,23,22,-199,-2694,-70,0.49,1
11253,25,22,-43,-2167,-70.8,0.53,1
11257,28,22,-30,-1647,-71.6,0.58,1
11262,29,22,-33,-1200,-72,0.61,1
11267,30,22,-21,-840,-72.4,0.63,1
11272,32,22,-20,-543,-72.8,0.66,1
11277,33,22,-9,-335,-73.2,0.7,1
11282,33,22,1,-170,-73.2,0.7,1
11286,33,22,19,-21,-73.2,0.7,1
11291,33,22,31,63,-73.2,0.7,1
11297,33,22,24,101,-73.2,0.7,1
11302,33,22,33,129,-73.2,0.7,1
11307,33,22,32,167,-73.2,0.7,1
11311,33,22,29,214,-73.2,0.7,1
11316,32,22,31,249,-72.8,0.66,1
11321,32,22,32,310,-72.8,0.66,1
11326,32,22,36,384,-72.8,0.66,1
11331,32,22,24,469,-72.8,0.66,1
11335,30,22,26,505,-72.4,0.63,1
11341,30,22,29,546,-72.4,0.63,1
11346,29,22,27,609,-72,0.61,1
11351,29,22,26,645,-72,0.61,1
11356,28,22,30,670,-71.6,0.58,1
11360,28,22,23,730,-71.6,0.58,1
