TIME,ARDUINO_TIME,EULER_Z,M1_temperature,M1_add_cur,M1_tgt_cur,M1_current,M1_velocity,M1_position,M2_temperature,M2_add_cur,M2_tgt_cur,M2_current,M2_velocity,M2_position
1.1073122024536133,0,80,0,100,536,0,0,0,0,0,21,0,0,0
1.217170238494873,109,80,0,200,586,0,0,0,0,0,19,0,0,0
1.3278906345367432,219,78,0,200,449,0,0,0,0,0,12,0,0,0
1.438612699508667,329,78,0,200,254,0,0,0,0,0,2,0,0,0
1.5491464138031006,441,57,0,0,-7,0,0,0,0,0,-156,0,0,0
1.663377046585083,553,49,0,0,-16,0,0,0,0,0,-330,0,0,0
1.7740838527679443,663,83,0,0,-21,0,0,0,0,-100,-524,0,0,0
1.8847486972808838,776,83,0,0,-21,0,0,0,0,-200,-620,0,0,0
1.995588779449463,886,87,0,0,-15,0,0,0,0,-200,-518,0,0,0
2.1064043045043945,998,85,0,0,-6,0,0,0,0,-200,-339,0,0,0
2.21673321723938,1109,84,0,0,70,0,0,0,0,0,3,0,0,0
2.3273732662200928,1219,87,0,0,262,0,0,0,0,0,13,0,0,0
2.4379723072052,1330,88,0,100,495,0,0,0,0,0,19,0,0,0
2.548496961593628,1441,86,0,200,635,0,0,0,0,0,21,0,0,0
2.6629347801208496,1551,88,0,300,675,0,0,0,0,0,18,0,0,0
2.773491382598877,1663,88,0,300,525,0,0,0,0,0,11,0,0,0
2.884021043777466,1774,87,0,300,324,0,0,0,0,0,1,0,0,0
2.994729518890381,1885,90,0,0,-9,0,0,0,0,0,-182,0,0,0
3.1054935455322266,1994,93,0,0,-17,0,0,0,0,0,-344,0,0,0
3.2245278358459473,2105,93,0,0,-21,0,0,0,0,-100,-529,0,0,0
3.339179277420044,2226,93,0,0,-20,0,0,0,0,-200,-607,0,0,0
3.4579386711120605,2341,93,0,0,-14,0,0,0,0,-200,-482,0,0,0
3.5763888359069824,2459,93,0,0,-4,0,0,0,0,-200,-280,0,0,0
3.6914076805114746,2576,93,0,0,140,0,0,0,0,0,7,0,0,0
3.80977201461792,2692,93,0,0,324,0,0,0,0,0,16,0,0,0
3.92465877532959,2808,93,0,100,525,0,0,0,0,0,21,0,0,0
3.92903995513916,2926,93,0,200,616,0,0,0,0,0,20,0,0,0
3.9619224071502686,2958,93,124,300,695,0,0,6252,0,0,19,0,0,0
