TIME,ARDUINO_TIME,SYNC,M1_temperature,M1_add_cur,M1_tgt_cur,M1_current,M1_velocity,M1_angle,M1_mode,M2_temperature,M2_add_cur,M2_tgt_cur,M2_current,M2_velocity,M2_angle,M2_mode
4.475807189941406,2475,16,30,0,630,481,683,69.00,0,28,0,-90,0,0,0.00,0
4.488638877868652,2484,16,30,0,0,570,1032,70.00,1,28,0,-90,-2,0,0.00,0
4.496347904205322,2490,16,30,0,0,239,8,71.00,1,28,0,-90,0,8,0.00,0
4.501262664794922,2498,16,30,0,0,166,-821,71.00,1,28,0,-90,0,-16,0.00,0
4.508946657180786,2504,16,30,0,0,125,-1376,70.00,1,28,0,-90,-9,0,0.00,0
4.51361608505249,2511,16,30,0,0,70,-1680,68.00,1,28,0,-90,9,0,0.00,0
4.521172761917114,2517,16,30,0,0,45,-1884,66.00,1,28,0,-90,1,16,0.00,0
4.529331207275391,2523,16,30,0,0,16,-1928,64.00,1,28,0,-90,2,0,0.00,0
4.534357309341431,2530,16,30,0,0,7,-1864,62.00,1,28,0,-90,-8,0,0.00,0
4.54162073135376,2537,16,30,0,0,1,-1790,60.00,1,28,0,-90,5,19,0.00,0
4.546400308609009,2544,16,30,0,0,-7,-1719,58.00,1,28,0,-90,9,21,0.00,0
4.554240703582764,2550,16,30,0,0,-7,-1689,56.00,1,28,0,-90,6,54,0.00,0
4.562051773071289,2556,16,30,0,0,-2,-1636,54.00,1,28,0,-90,8,87,0.00,0
4.5663371086120605,2563,16,30,0,0,-12,-1571,53.00,1,28,0,-90,-3,104,0.00,0
4.574383020401001,2569,16,30,0,0,-17,-1551,51.00,1,28,0,-90,4,101,0.00,0
4.5823798179626465,2576,16,30,0,0,-11,-1494,49.00,1,28,0,-90,4,79,0.00,0
4.587077617645264,2583,16,30,0,0,-14,-1428,48.00,1,28,0,-90,3,74,0.00,0
4.594793796539307,2590,16,30,0,0,-14,-1370,46.00,1,28,0,-90,10,74,0.00,0
4.599527597427368,2596,16,30,0,0,-17,-1337,44.00,1,28,0,-90,6,68,0.00,0
4.607372283935547,2603,16,30,0,0,-13,-1268,43.00,1,28,0,-90,2,43,0.00,0
4.615262031555176,2609,16,30,0,0,-16,-1233,42.00,1,28,0,-90,5,32,0.00,0
4.619670629501343,2616,16,30,0,0,-10,-1189,40.00,1,28,0,-95,6,16,1.00,0
4.627699136734009,2623,16,30,0,0,-9,-1126,39.00,1,28,0,-95,5,8,1.00,0
4.6323082447052,2630,16,30,0,0,-14,-1104,38.00,1,28,0,-95,5,0,1.00,0
4.640115261077881,2636,16,30,0,0,-3,-1057,36.00,1,28,0,-95,4,0,1.00,0
4.647929906845093,2642,16,30,0,0,-15,-1027,35.00,1,28,0,-95,-6,0,1.00,0
4.652412414550781,2649,16,30,0,0,-11,-997,34.00,1,28,0,-95,4,0,1.00,0
4.660460710525513,2655,16,30,0,0,-6,-972,33.00,1,28,0,-95,-6,0,1.00,0
4.664793014526367,2661,16,30,0,0,-3,-903,32.00,1,28,0,-95,2,0,1.00,0
4.6728503704071045,2669,16,30,0,0,-9,-859,31.00,1,28,0,-95,6,0,1.00,0
4.68077540397644,2675,16,30,0,0,1,-818,30.00,1,28,0,-95,-7,0,1.00,0
4.685058116912842,2681,16,30,0,0,-19,-807,29.00,1,28,0,-95,4,0,1.00,0
4.693220138549805,2688,16,30,0,0,-21,-771,28.00,1,28,0,-95,-1,0,1.00,0
4.697831153869629,2694,16,30,0,0,-10,-752,28.00,1,28,0,-95,3,0,1.00,0
4.705396413803101,2700,16,30,0,0,-5,-719,27.00,1,28,0,-95,6,0,1.00,0
4.713334083557129,2708,16,30,0,0,-4,-719,26.00,1,28,0,-95,-4,0,1.00,0
4.717830181121826,2714,16,30,0,0,-9,-678,25.00,1,28,0,-95,5,0,1.00,0
4.725783824920654,2720,16,30,0,0,-9,-664,24.00,1,28,0,-95,1,0,1.00,0
4.7303712368011475,2727,16,30,0,0,-8,-642,24.00,1,28,0,-95,4,0,1.00,0
4.7382519245147705,2733,16,30,0,0,-8,-615,23.00,1,28,0,-95,4,0,1.00,0
4.7425856590271,2739,16,30,0,0,-11,-623,22.00,1,28,0,-95,4,0,1.00,0
4.750565767288208,2746,16,30,0,0,-6,-541,22.00,1,28,0,-95,-6,0,1.00,0
4.7585859298706055,2753,16,30,0,0,-6,-557,21.00,1,28,0,-95,4,21,1.00,0
4.763145685195923,2759,16,30,0,0,-8,-541,21.00,1,28,0,-95,3,0,1.00,0
4.7708351612091064,2766,16,30,0,0,-8,-505,20.00,1,28,0,-95,-9,5,1.00,0
4.7755279541015625,2772,16,30,0,0,-17,-527,19.00,1,28,0,-95,-13,0,1.00,0
4.783185958862305,2778,16,30,0,0,-1,-497,19.00,1,28,0,-95,-16,0,1.00,0
4.791335821151733,2785,16,30,0,0,-13,-494,18.00,1,28,0,-95,3,13,1.00,0
4.795636892318726,2791,16,30,0,0,5,-530,18.00,1,28,0,-95,5,0,1.00,0
4.8036510944366455,2799,16,30,0,0,-3,-530,17.00,1,28,0,-95,4,0,1.00,0
4.808495759963989,2805,16,30,0,0,8,-527,17.00,1,28,0,-95,-8,0,1.00,0
4.815912485122681,2811,16,30,0,0,-1,-508,16.00,1,28,0,-95,8,19,1.00,0
4.820892095565796,2818,16,30,0,0,13,-491,15.00,1,28,0,-95,-7,0,1.00,0
4.828603029251099,2824,16,30,0,0,2,-466,15.00,1,28,0,-95,-6,0,1.00,0
4.839553594589233,2830,16,30,0,0,12,-417,14.00,1,28,0,-95,-6,0,1.00,0
4.841365575790405,2838,16,30,0,0,-6,-384,14.00,1,28,0,-95,4,10,1.00,0
4.848827838897705,2844,16,30,0,0,-10,-373,14.00,1,28,0,-95,4,0,1.00,0
4.853498697280884,2850,16,30,0,0,-10,-326,13.00,1,28,0,-95,-4,0,1.00,0
4.861290693283081,2857,16,30,0,0,-8,-249,13.00,1,28,0,-95,-3,13,1.00,0
4.869116306304932,2863,16,30,0,0,-9,-219,13.00,1,28,0,-95,3,19,1.00,0
4.87485408782959,2869,16,30,0,0,-3,-197,12.00,1,28,0,-95,3,8,1.00,0
4.881426095962524,2876,16,30,0,0,-4,-195,12.00,1,28,0,-95,8,2,1.00,0
4.88588285446167,2883,16,30,0,0,-8,-151,12.00,1,28,0,-95,5,19,1.00,0
4.89380955696106,2889,16,30,0,0,-5,-98,12.00,1,28,0,-95,9,27,1.00,0
4.901734828948975,2896,16,30,0,0,-6,-35,12.00,1,28,0,-95,-1,27,1.00,0
4.906550407409668,2902,16,30,0,0,-7,0,12.00,1,28,0,-95,-2,24,1.00,0
4.914173126220703,2908,16,30,0,0,-7,19,12.00,1,28,0,-95,1,41,1.00,0
4.918591499328613,2915,16,30,0,0,21,13,12.00,1,28,0,-95,2,49,1.00,0
