TIME,ARDUINO_TIME,SYNC,M1_temperature,M1_add_cur,M1_tgt_cur,M1_current,M1_velocity,M1_angle,M1_mode,M2_temperature,M2_add_cur,M2_tgt_cur,M2_current,M2_velocity,M2_angle,M2_mode
4.315145492553711,2317,16,30,0,630,430,425,64.00,0,28,0,-90,0,0,0.00,0
4.328019857406616,2326,16,30,0,630,543,920,64.00,0,28,0,-90,2,0,0.00,0
4.335835933685303,2335,16,30,0,630,577,1318,66.00,0,28,0,-90,4,0,0.00,0
4.344258546829224,2344,16,30,0,630,602,1502,68.00,0,28,0,-90,0,0,0.00,0
4.353095054626465,2353,16,30,0,0,623,1485,70.00,1,28,0,-90,1,0,0.00,0
4.360635757446289,2359,16,30,0,0,334,192,72.00,1,28,0,-90,4,0,0.00,0
4.368356943130493,2367,16,30,0,0,224,-862,72.00,1,28,0,-90,2,0,0.00,0
4.37320351600647,2373,16,30,0,0,156,-1485,71.00,1,28,0,-90,3,16,0.00,0
4.380836248397827,2380,16,30,0,0,71,-1845,69.00,1,28,0,-90,-2,0,0.00,0
4.385173559188843,2386,16,30,0,0,37,-1974,67.00,1,28,0,-90,4,0,0.00,0
4.393265724182129,2393,16,30,0,0,14,-1955,65.00,1,28,0,-90,-3,0,0.00,0
4.401150941848755,2399,16,30,0,0,1,-1856,62.00,1,28,0,-90,5,-8,0.00,0
4.405625820159912,2405,16,30,0,0,-1,-1801,60.00,1,28,0,-90,6,0,0.00,0
4.413549900054932,2413,16,30,0,0,-13,-1757,59.00,1,28,0,-90,4,0,0.00,0
4.4182288646698,2419,16,30,0,0,-9,-1678,57.00,1,28,0,-90,0,0,0.00,0
4.42602276802063,2426,16,30,0,0,-17,-1612,55.00,1,28,0,-90,-4,0,0.00,0
4.433851957321167,2432,16,30,0,0,-13,-1562,53.00,1,28,0,-90,2,0,0.00,0
4.439010858535767,2438,16,30,0,0,-3,-1518,51.00,1,28,0,-90,2,0,0.00,0
4.44658088684082,2445,16,30,0,0,-16,-1463,50.00,1,28,0,-90,5,0,0.00,0
4.451464653015137,2452,16,30,0,0,-10,-1378,48.00,1,28,0,-90,4,0,0.00,0
4.458782196044922,2459,16,30,0,0,-16,-1337,47.00,1,28,0,-90,4,0,0.00,0
4.466624021530151,2465,16,30,0,0,-1,-1332,45.00,1,28,0,-90,3,0,0.00,0
4.471261501312256,2471,16,30,0,0,-15,-1299,44.00,1,28,0,-90,4,0,0.00,0
4.479166269302368,2478,16,30,0,0,7,-1230,42.00,1,28,0,-90,0,0,0.00,0
4.4834325313568115,2484,16,30,0,0,-11,-1175,41.00,1,28,0,-90,-3,0,0.00,0
4.4915549755096436,2491,16,30,0,0,-6,-1145,40.00,1,28,0,-90,2,0,0.00,0
4.499497175216675,2498,16,30,0,0,-10,-1137,38.00,1,28,0,-90,-1,0,0.00,0
4.5041093826293945,2504,16,30,0,0,-14,-1087,37.00,1,28,0,-90,-4,0,0.00,0
4.511855363845825,2511,16,30,0,0,-7,-1076,36.00,1,28,0,-90,4,0,0.00,0
4.51646089553833,2517,16,30,0,0,-12,-1018,35.00,1,28,0,-90,4,0,0.00,0
4.524188756942749,2524,16,30,0,0,-10,-942,34.00,1,28,0,-90,5,0,0.00,0
4.532179117202759,2530,16,30,0,0,-10,-909,33.00,1,28,0,-90,2,0,0.00,0
4.536606788635254,2537,16,30,0,0,-4,-862,32.00,1,28,0,-90,0,0,0.00,0
4.5445334911346436,2544,16,30,0,0,-10,-810,31.00,1,28,0,-90,-2,0,0.00,0
4.549010515213013,2550,16,30,0,0,-7,-818,30.00,1,28,0,-90,0,0,0.00,0
4.557205677032471,2556,16,30,0,0,-14,-727,29.00,1,28,0,-90,-5,0,0.00,0
4.565013885498047,2563,16,30,0,0,-15,-719,28.00,1,28,0,-90,0,0,0.00,0
4.569502830505371,2569,16,30,0,0,-12,-642,28.00,1,28,0,-90,-2,0,0.00,0
4.577447414398193,2575,16,30,0,0,-15,-631,27.00,1,28,0,-90,-1,0,0.00,0
4.581789493560791,2583,16,30,0,0,-15,-574,26.00,1,28,0,-90,2,0,0.00,0
4.589876651763916,2589,16,30,0,0,-12,-560,26.00,1,28,0,-90,2,0,0.00,0
4.597594738006592,2596,16,30,0,0,-7,-497,25.00,1,28,0,-90,-5,0,0.00,0
4.602406978607178,2602,16,30,0,0,-11,-472,24.00,1,28,0,-90,2,0,0.00,0
4.61014199256897,2608,16,30,0,0,-7,-453,24.00,1,28,0,-90,-4,0,0.00,0
4.614557504653931,2615,16,30,0,0,-18,-411,23.00,1,28,0,-90,3,0,0.00,0
4.622446298599243,2622,16,30,0,0,-9,-379,23.00,1,28,0,-90,-5,0,0.00,0
4.626917600631714,2628,16,30,0,0,-15,-376,23.00,1,28,0,-90,4,0,0.00,0
4.634819984436035,2635,16,30,0,0,-16,-379,22.00,1,28,0,-90,-1,0,0.00,0
4.642747402191162,2641,16,30,0,0,-3,-351,22.00,1,28,0,-90,3,0,0.00,0
4.64743185043335,2647,16,30,0,0,-9,-414,21.00,1,28,0,-90,4,0,0.00,0
4.655232906341553,2654,16,30,0,0,5,-461,21.00,1,28,0,-90,3,0,0.00,0
4.659885883331299,2660,16,30,0,0,-6,-458,20.00,1,28,0,-90,4,0,0.00,0
4.667623043060303,2667,16,30,0,0,2,-488,20.00,1,28,0,-90,3,0,0.00,0
4.6720616817474365,2674,16,30,0,0,-10,-497,19.00,1,28,0,-90,-7,0,0.00,0
4.68193507194519,2680,16,30,0,0,0,-414,19.00,1,28,0,-90,2,0,0.00,0
4.693475961685181,2686,16,30,0,0,-7,-376,18.00,1,28,0,-90,-2,0,0.00,0
4.694266319274902,2693,16,30,0,0,-2,-376,18.00,1,28,0,-90,1,0,0.00,0
4.700183629989624,2699,16,30,0,0,-10,-285,18.00,1,28,0,-90,1,0,0.00,0
4.7050206661224365,2705,16,30,0,0,-16,-216,17.00,1,28,0,-90,3,0,0.00,0
4.712770462036133,2713,16,30,0,0,-14,-203,17.00,1,28,0,-90,6,0,0.00,0
4.720716953277588,2719,16,30,0,0,-12,-162,17.00,1,28,0,-90,0,0,0.00,0
4.725272178649902,2725,16,30,0,0,-11,-159,17.00,1,28,0,-90,2,0,0.00,0
4.733275413513184,2732,16,30,0,0,-9,-162,16.00,1,28,0,-90,5,0,0.00,0
4.7376649379730225,2738,16,30,0,0,-11,-118,16.00,1,28,0,-90,4,0,0.00,0
4.745277643203735,2744,16,30,0,0,-14,-79,16.00,1,28,0,-90,4,0,0.00,0
4.758904218673706,2752,16,30,0,0,-21,-32,16.00,1,28,0,-90,2,0,0.00,0
4.759607553482056,2758,16,30,0,0,3,0,16.00,1,28,0,-90,4,0,0.00,0
4.765638828277588,2764,16,30,0,0,-2,13,16.00,1,28,0,-90,1,0,0.00,0
4.772068500518799,2770,16,30,0,0,5,0,16.00,1,28,0,-90,4,0,0.00,0
4.777943849563599,2777,16,30,0,0,7,0,16.00,1,28,0,-90,6,0,0.00,0
4.782353639602661,2783,16,30,0,0,6,0,16.00,1,28,0,-90,1,0,0.00,0
4.79034161567688,2789,16,30,0,0,-1,-21,16.00,1,28,0,-90,6,5,0.00,0
4.794811725616455,2796,16,30,0,0,5,0,16.00,1,28,0,-90,7,0,0.00,0
4.802910089492798,2802,16,30,0,0,-6,-16,16.00,1,28,0,-90,1,0,0.00,0
4.810755014419556,2809,16,30,0,0,16,-65,16.00,1,28,0,-90,0,0,0.00,0
4.815391302108765,2815,16,30,0,0,-4,-164,16.00,1,28,0,-90,2,0,0.00,0
4.823061466217041,2821,16,30,0,0,9,-258,16.00,1,28,0,-90,1,0,0.00,0
4.827442646026611,2828,16,30,0,0,15,-417,15.00,1,28,0,-90,3,0,0.00,0
4.835569381713867,2835,16,30,0,0,23,-524,15.00,1,28,0,-90,5,0,0.00,0
4.839906692504883,2841,16,30,0,0,7,-519,14.00,1,28,0,-90,1,0,0.00,0
4.847768068313599,2848,16,30,0,0,6,-527,14.00,1,28,0,-90,0,0,0.00,0
4.856011390686035,2854,16,30,0,0,-10,-508,13.00,1,28,0,-90,-1,0,0.00,0
4.860223770141602,2860,16,30,0,0,-3,-406,13.00,1,28,0,-90,2,0,0.00,0
4.868183135986328,2867,16,30,0,0,-12,-332,12.00,1,28,0,-90,0,0,0.00,0
4.87874698638916,2873,16,30,0,0,-3,-321,12.00,1,28,0,-90,0,0,0.00,0
4.880564212799072,2880,16,30,0,0,1,-266,12.00,1,28,0,-90,3,0,0.00,0
4.888398885726929,2887,16,30,0,0,-11,-200,11.00,1,28,0,-90,6,0,0.00,0
4.893333911895752,2893,16,30,0,0,-5,-153,11.00,1,28,0,-90,11,0,0.00,0
4.900838136672974,2899,16,30,0,0,-12,-118,11.00,1,28,0,-90,3,0,0.00,0
4.905727863311768,2906,16,30,0,0,-9,-68,11.00,1,28,0,-90,1,0,0.00,0
4.913195610046387,2912,16,30,0,0,-12,-19,11.00,1,28,0,-90,6,0,0.00,0
4.917656898498535,2918,16,30,0,0,-15,0,11.00,1,28,0,-90,4,0,0.00,0
4.9260125160217285,2925,16,30,0,0,-4,16,11.00,1,28,0,-90,3,0,0.00,0
4.933650255203247,2932,16,30,0,0,7,0,11.00,1,28,0,-90,0,0,0.00,0
4.938294410705566,2938,16,30,0,0,-10,0,11.00,1,28,0,-90,0,0,0.00,0
4.94695258140564,2944,16,30,0,0,-22,0,11.00,1,28,0,-90,-7,0,0.00,0
4.95073390007019,2950,16,30,0,0,11,0,11.00,1,28,0,-90,6,0,0.00,0
4.958237648010254,2957,16,30,0,0,-4,0,11.00,1,28,0,-90,2,0,0.00,0
4.96297550201416,2964,16,30,0,0,-15,0,11.00,1,28,0,-90,2,0,0.00,0
4.970726251602173,2970,16,30,0,0,-13,0,11.00,1,28,0,-90,1,0,0.00,0
4.975350856781006,2976,16,30,0,0,-3,0,11.00,1,28,0,-90,6,0,0.00,0
4.982943534851074,2983,16,30,0,0,22,0,11.00,1,28,0,-90,-3,0,0.00,0
4.991067171096802,2989,16,30,0,0,-2,0,11.00,1,28,0,-90,4,0,0.00,0
4.995306968688965,2995,16,30,0,0,-15,0,11.00,1,28,0,-90,2,0,0.00,0
5.003349542617798,3001,16,30,0,0,13,0,11.00,1,28,0,-90,1,0,0.00,0
5.007877588272095,3009,16,30,0,0,13,10,11.00,1,28,0,-90,4,0,0.00,0
5.015681505203247,3015,16,30,0,0,-2,0,11.00,1,28,0,-90,5,0,0.00,0
5.020008563995361,3021,16,30,0,0,-21,0,11.00,1,28,0,-90,-6,0,0.00,0
5.028141736984253,3027,16,30,0,0,-14,0,11.00,1,28,0,-90,-1,0,0.00,0
5.0360143184661865,3034,16,30,0,0,-12,0,11.00,1,28,0,-90,-1,0,0.00,0
5.040488004684448,3040,16,30,0,0,-3,0,11.00,1,28,0,-90,10,0,0.00,0
5.048359394073486,3046,16,30,0,0,-14,0,11.00,1,28,0,-90,6,0,0.00,0
