TIME,ARDUINO_TIME,EULER_Z,ADD_CUR,TARGET,RPBUF1,RPBUF2,RPBUF3,RPBUF4,RPBUF5,RPBUF6,RPBUF7,RPBUF8,POSBUF1,POSBUF2,POSBUF3,POSBUF4,POSBUF5,POSBUF6,POSBUF7,POSBUF8
0.00013136863708496094,22,-12.28,641,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012614011764526367,32,-13.33,642,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02382063865661621,42,-13.25,644,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032347917556762695,55,-13.29,642,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04057788848876953,64,-13.24,642,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05225324630737305,74,-13.24,645,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060764312744140625,82,-13.32,642,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07343411445617676,92,-13.26,641,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0818014144897461,101,-13.24,642,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09324455261230469,115,-13.26,642,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10603117942810059,124,-13.25,638,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11429953575134277,134,-13.17,640,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12227320671081543,147,-13.22,637,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1386399269104004,157,-13.14,635,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1472015380859375,166,-13.11,641,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15876078605651855,180,-13.23,634,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1714632511138916,190,-13.08,620,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17960405349731445,201,-12.80,618,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19167542457580566,214,-12.76,617,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20015263557434082,223,-12.74,617,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21239781379699707,232,-12.73,616,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22060441970825195,246,-12.72,616,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23268342018127441,255,-12.71,615,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24519610404968262,265,-12.69,612,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2571554183959961,274,-12.63,610,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2655332088470459,289,-12.60,608,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27765989303588867,298,-12.55,606,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29003262519836426,307,-12.51,613,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.298656702041626,321,-12.66,610,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3066422939300537,331,-12.59,607,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31851983070373535,339,-12.53,602,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3270120620727539,348,-12.43,600,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33943772315979004,357,-12.38,599,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3475353717803955,368,-12.36,591,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3593637943267822,381,-12.21,592,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37198519706726074,390,-12.23,586,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3802478313446045,399,-12.10,581,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39217495918273926,414,-12.00,577,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4006373882293701,423,-11.92,574,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4132537841796875,433,-11.85,573,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4250504970550537,447,-11.74,567,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43366456031799316,457,-11.71,568,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4460334777832031,466,-11.72,571,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45783090591430664,475,-11.78,567,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4662668704986572,489,-11.70,568,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4785761833190918,499,-11.72,570,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49068784713745117,509,-11.78,569,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49908924102783203,522,-11.74,568,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5074653625488281,531,-11.72,570,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5199673175811768,541,-11.76,566,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5316498279571533,550,-11.69,566,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5402319431304932,563,-11.69,566,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5527286529541016,572,-11.68,567,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5645220279693604,583,-11.70,567,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5730454921722412,597,-11.70,563,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847434997558594,606,-11.62,563,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5972635746002197,614,-11.62,561,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.605609655380249,625,-11.59,564,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6139044761657715,638,-11.65,561,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6259658336639404,648,-11.58,561,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6385562419891357,656,-11.58,561,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6468002796173096,667,-11.58,561,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6585574150085449,680,-11.59,561,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.671105146408081,689,-11.59,564,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6795132160186768,699,-11.65,565,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.691303014755249,709,-11.66,565,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6995985507965088,723,-11.66,565,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7120387554168701,732,-11.66,-11,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.724041223526001,746,-11.54,560,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7329251766204834,756,-11.56,560,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7411301136016846,765,-11.57,560,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.753018856048584,774,-11.57,561,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7650179862976074,783,-11.57,561,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7736771106719971,797,-11.57,561,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7818760871887207,806,-11.58,564,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7979145050048828,815,-11.65,566,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8062052726745605,825,-11.69,567,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8143906593322754,839,-11.70,566,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8265879154205322,848,-11.67,566,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8389041423797607,857,-11.67,567,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8474462032318115,866,-11.70,567,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8554375171661377,880,-11.71,568,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8716719150543213,890,-11.72,570,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8802738189697266,899,-11.77,569,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8918700218200684,913,-11.78,571,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.900292158126831,923,-11.78,568,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9126255512237549,932,-11.73,573,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9208664894104004,941,-11.83,574,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9329192638397217,951,-11.85,575,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9414217472076416,965,-11.86,573,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957622766494751,974,-11.83,5,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
