TIME,ARDUINO_TIME,SYNC,M1_temperature,M1_add_cur,M1_tgt_cur,M1_current,M1_velocity,M1_angle,M2_temperature,M2_add_cur,M2_tgt_cur,M2_current,M2_velocity,M2_angle
1.0174171924591064,5,16,0,131,517,0,0,0.00,0,0,7,0,0,0.00
1.0281155109405518,17,16,0,131,516,0,0,0.00,0,0,7,0,0,0.00
1.0442168712615967,28,16,0,131,515,0,0,0.00,0,0,7,0,0,0.00
1.056788444519043,41,16,0,131,511,0,0,0.00,0,0,7,0,0,0.00
1.069108486175537,56,16,0,131,506,0,0,0.00,0,0,7,0,0,0.00
1.0816609859466553,69,16,0,131,500,0,0,0.00,0,0,7,0,0,0.00
1.0977473258972168,82,16,0,131,493,0,0,0.00,0,0,7,0,0,0.00
1.1102147102355957,95,16,0,131,484,0,0,0.00,0,0,7,0,0,0.00
1.122539758682251,109,16,0,131,474,0,0,0.00,0,0,6,0,0,0.00
1.138636827468872,123,16,0,131,462,0,0,0.00,0,0,6,0,0,0.00
1.1509621143341064,136,16,0,131,450,0,0,0.00,0,0,6,0,0,0.00
1.1634013652801514,150,16,0,131,436,0,0,0.00,0,0,6,0,0,0.00
1.179476022720337,163,16,0,131,422,0,0,0.00,0,0,5,0,0,0.00
1.1919095516204834,177,16,0,131,406,0,0,0.00,0,0,5,0,0,0.00
1.2045717239379883,191,16,0,131,389,0,0,0.00,0,0,5,0,0,0.00
1.2204067707061768,204,16,0,131,372,0,0,0.00,0,0,4,0,0,0.00
1.2330026626586914,218,16,0,131,353,0,0,0.00,0,0,4,0,0,0.00
1.2457239627838135,232,16,0,131,333,0,0,0.00,0,0,4,0,0,0.00
1.261373519897461,245,16,0,131,314,0,0,0.00,0,0,3,0,0,0.00
1.2739489078521729,258,16,0,131,294,0,0,0.00,0,0,3,0,0,0.00
1.2864537239074707,273,16,0,131,271,0,0,0.00,0,0,2,0,0,0.00
1.3022520542144775,286,16,0,131,250,0,0,0.00,0,0,2,0,0,0.00
1.314983606338501,299,16,0,131,229,0,0,0.00,0,0,1,0,0,0.00
1.3275508880615234,314,16,0,131,204,0,0,0.00,0,0,1,0,0,0.00
1.3399903774261475,327,16,0,131,182,0,0,0.00,0,0,1,0,0,0.00
1.355966329574585,340,16,0,131,160,0,0,0.00,0,0,0,0,0,0.00
1.36830472946167,353,16,0,131,138,0,0,0.00,0,0,0,0,0,0.00
1.380594253540039,368,16,0,0,0,0,0,0.00,0,-131,-149,0,0,0.00
1.3966035842895508,381,16,0,0,0,0,0,0.00,0,-131,-171,0,0,0.00
1.4091155529022217,395,16,0,0,-1,0,0,0.00,0,-131,-194,0,0,0.00
1.4251701831817627,409,16,0,0,-1,0,0,0.00,0,-131,-218,0,0,0.00
1.4376332759857178,423,16,0,0,-2,0,0,0.00,0,-131,-241,0,0,0.00
1.4501585960388184,436,16,0,0,-2,0,0,0.00,0,-131,-262,0,0,0.00
1.4662714004516602,451,16,0,0,-3,0,0,0.00,0,-131,-285,0,0,0.00
1.478891372680664,464,16,0,0,-3,0,0,0.00,0,-131,-305,0,0,0.00
1.4912540912628174,478,16,0,0,-3,0,0,0.00,0,-131,-326,0,0,0.00
1.5073330402374268,492,16,0,0,-4,0,0,0.00,0,-131,-346,0,0,0.00
1.5200169086456299,506,16,0,0,-4,0,0,0.00,0,-131,-366,0,0,0.00
1.5358643531799316,519,16,0,0,-5,0,0,0.00,0,-131,-383,0,0,0.00
1.5483436584472656,534,16,0,0,-5,0,0,0.00,0,-131,-402,0,0,0.00
1.561155080795288,547,16,0,0,-5,0,0,0.00,0,-131,-417,0,0,0.00
1.5768101215362549,561,16,0,0,-6,0,0,0.00,0,-131,-433,0,0,0.00
1.5895655155181885,575,16,0,0,-6,0,0,0.00,0,-131,-447,0,0,0.00
1.605358362197876,589,16,0,0,-6,0,0,0.00,0,-131,-460,0,0,0.00
1.6184864044189453,603,16,0,0,-6,0,0,0.00,0,-131,-472,0,0,0.00
1.6306722164154053,617,16,0,0,-7,0,0,0.00,0,-131,-482,0,0,0.00
1.6464340686798096,631,16,0,0,-7,0,0,0.00,0,-131,-492,0,0,0.00
1.6592748165130615,644,16,0,0,-7,0,0,0.00,0,-131,-499,0,0,0.00
1.6719670295715332,659,16,0,0,-7,0,0,0.00,0,-131,-506,0,0,0.00
1.6875832080841064,672,16,0,0,-7,0,0,0.00,0,-131,-511,0,0,0.00
1.6999833583831787,686,16,0,0,-7,0,0,0.00,0,-131,-514,0,0,0.00
1.7160944938659668,700,16,0,0,-7,0,0,0.00,0,-131,-517,0,0,0.00
1.7286596298217773,714,16,0,0,-7,0,0,0.00,0,-131,-517,0,0,0.00
1.7413330078125,727,16,0,0,-7,0,0,0.00,0,-131,-517,0,0,0.00
1.7570950984954834,742,16,0,0,-7,0,0,0.00,0,-131,-515,0,0,0.00
1.7695262432098389,755,16,0,0,-7,0,0,0.00,0,-131,-511,0,0,0.00
1.7856390476226807,769,16,0,0,-7,0,0,0.00,0,-131,-507,0,0,0.00
1.7981538772583008,783,16,0,0,-7,0,0,0.00,0,-131,-500,0,0,0.00
1.810929775238037,797,16,0,0,-7,0,0,0.00,0,-131,-492,0,0,0.00
1.8267395496368408,810,16,0,0,-7,0,0,0.00,0,-131,-484,0,0,0.00
1.8391194343566895,825,16,0,0,-6,0,0,0.00,0,-131,-473,0,0,0.00
1.8551664352416992,839,16,0,0,-6,0,0,0.00,0,-131,-461,0,0,0.00
1.8676731586456299,852,16,0,0,-6,0,0,0.00,0,-131,-449,0,0,0.00
1.8812789916992188,867,16,0,0,-6,0,0,0.00,0,-131,-434,0,0,0.00
1.896310567855835,880,16,0,0,-5,0,0,0.00,0,-131,-420,0,0,0.00
1.9090840816497803,894,16,0,0,-5,0,0,0.00,0,-131,-403,0,0,0.00
1.9215388298034668,907,16,0,0,-5,0,0,0.00,0,-131,-387,0,0,0.00
1.9372923374176025,922,16,0,0,-4,0,0,0.00,0,-131,-368,0,0,0.00
1.9500703811645508,935,16,0,0,-4,0,0,0.00,0,-131,-350,0,0,0.00
1.965932846069336,949,16,0,0,-3,0,0,0.00,0,-131,-330,0,0,0.00
1.9786067008972168,963,16,0,0,-3,0,0,0.00,0,-131,-309,0,0,0.00
1.9907610416412354,977,16,0,0,-3,0,0,0.00,0,-131,-287,0,0,0.00
2.006746530532837,990,16,0,0,-2,0,0,0.00,0,-131,-267,0,0,0.00
2.0192971229553223,1005,16,0,0,-2,0,0,0.00,0,-131,-243,0,0,0.00
2.0353708267211914,1019,16,0,0,-1,0,0,0.00,0,-131,-220,0,0,0.00
2.0479748249053955,1032,16,0,0,-1,0,0,0.00,0,-131,-198,0,0,0.00
2.060755968093872,1047,16,0,0,0,0,0,0.00,0,-131,-173,0,0,0.00
2.0765528678894043,1060,16,0,0,0,0,0,0.00,0,-131,-151,0,0,0.00
2.0889406204223633,1074,16,0,131,134,0,0,0.00,0,0,0,0,0,0.00
2.1016623973846436,1088,16,0,131,158,0,0,0.00,0,0,0,0,0,0.00
2.1177477836608887,1102,16,0,131,181,0,0,0.00,0,0,1,0,0,0.00
2.1303329467773438,1115,16,0,131,203,0,0,0.00,0,0,1,0,0,0.00
2.1428747177124023,1129,16,0,131,227,0,0,0.00,0,0,1,0,0,0.00
2.158597230911255,1143,16,0,131,249,0,0,0.00,0,0,2,0,0,0.00
2.1708500385284424,1156,16,0,131,270,0,0,0.00,0,0,2,0,0,0.00
2.1869988441467285,1170,16,0,131,292,0,0,0.00,0,0,3,0,0,0.00
2.1995513439178467,1184,16,0,131,313,0,0,0.00,0,0,3,0,0,0.00
2.211854934692383,1197,16,0,131,333,0,0,0.00,0,0,4,0,0,0.00
2.227904796600342,1211,16,0,131,353,0,0,0.00,0,0,4,0,0,0.00
2.2403738498687744,1225,16,0,131,372,0,0,0.00,0,0,4,0,0,0.00
2.252877950668335,1238,16,0,131,389,0,0,0.00,0,0,5,0,0,0.00
2.2689497470855713,1253,16,0,131,407,0,0,0.00,0,0,5,0,0,0.00
2.281437873840332,1266,16,0,131,422,0,0,0.00,0,0,5,0,0,0.00
2.294055938720703,1279,16,0,131,436,0,0,0.00,0,0,6,0,0,0.00
2.309851884841919,1294,16,0,131,451,0,0,0.00,0,0,6,0,0,0.00
2.3223228454589844,1307,16,0,131,463,0,0,0.00,0,0,6,0,0,0.00
2.334794759750366,1320,16,0,131,474,0,0,0.00,0,0,6,0,0,0.00
2.3509061336517334,1334,16,0,131,484,0,0,0.00,0,0,7,0,0,0.00
2.3635036945343018,1348,16,0,131,493,0,0,0.00,0,0,7,0,0,0.00
2.376079797744751,1361,16,0,131,500,0,0,0.00,0,0,7,0,0,0.00
2.3932526111602783,1375,16,0,131,507,0,0,0.00,0,0,7,0,0,0.00
2.404470443725586,1389,16,0,131,511,0,0,0.00,0,0,7,0,0,0.00
2.4170851707458496,1403,16,0,131,515,0,0,0.00,0,0,7,0,0,0.00
2.4329447746276855,1416,16,0,131,517,0,0,0.00,0,0,7,0,0,0.00
2.445812463760376,1430,16,0,131,517,0,0,0.00,0,0,7,0,0,0.00
2.4577014446258545,1444,16,0,131,517,0,0,0.00,0,0,7,0,0,0.00
2.473942279815674,1457,16,0,131,515,0,0,0.00,0,0,7,0,0,0.00
2.486937999725342,1471,16,0,131,511,0,0,0.00,0,0,7,0,0,0.00
2.4990546703338623,1485,16,0,131,506,0,0,0.00,0,0,7,0,0,0.00
2.514866352081299,1498,16,0,131,500,0,0,0.00,0,0,7,0,0,0.00
2.5272109508514404,1512,16,0,131,492,0,0,0.00,0,0,7,0,0,0.00
2.539931297302246,1526,16,0,131,483,0,0,0.00,0,0,7,0,0,0.00
2.5558242797851562,1539,16,0,131,473,0,0,0.00,0,0,6,0,0,0.00
2.568340301513672,1554,16,0,131,461,0,0,0.00,0,0,6,0,0,0.00
2.5809762477874756,1567,16,0,131,449,0,0,0.00,0,0,6,0,0,0.00
2.5968339443206787,1580,16,0,131,436,0,0,0.00,0,0,6,0,0,0.00
2.609426975250244,1595,16,0,131,419,0,0,0.00,0,0,5,0,0,0.00
2.621601104736328,1608,16,0,131,404,0,0,0.00,0,0,5,0,0,0.00
2.637751817703247,1621,16,0,131,388,0,0,0.00,0,0,5,0,0,0.00
2.6501080989837646,1636,16,0,131,368,0,0,0.00,0,0,4,0,0,0.00
2.666253089904785,1649,16,0,131,351,0,0,0.00,0,0,4,0,0,0.00
2.6787619590759277,1662,16,0,131,332,0,0,0.00,0,0,4,0,0,0.00
2.691258430480957,1677,16,0,131,310,0,0,0.00,0,0,3,0,0,0.00
2.7071709632873535,1690,16,0,131,290,0,0,0.00,0,0,3,0,0,0.00
2.719904899597168,1704,16,0,131,268,0,0,0.00,0,0,2,0,0,0.00
2.7337148189544678,1717,16,0,131,247,0,0,0.00,0,0,2,0,0,0.00
2.748284339904785,1731,16,0,131,224,0,0,0.00,0,0,1,0,0,0.00
2.760545015335083,1745,16,0,131,201,0,0,0.00,0,0,1,0,0,0.00
2.7730228900909424,1758,16,0,131,179,0,0,0.00,0,0,0,0,0,0.00
2.7892813682556152,1772,16,0,131,155,0,0,0.00,0,0,0,0,0,0.00
2.801543712615967,1786,16,0,131,132,0,0,0.00,0,0,0,0,0,0.00
2.814270496368408,1799,16,0,0,0,0,0,0.00,0,-131,-152,0,0,0.00
2.8302934169769287,1814,16,0,0,0,0,0,0.00,0,-131,-177,0,0,0.00
2.84255051612854,1827,16,0,0,-1,0,0,0.00,0,-131,-199,0,0,0.00
